"","Theatre","Year","Show","Month","Capacity","Attendance","Gross"
"3472","Lyceum",2011,"Ghetto Klown",3,84,4637.5,321626.25
"3473","Lyceum",2011,"Ghetto Klown",4,75.75,4203,343742
"3474","Lyceum",2011,"Ghetto Klown",5,71.6,3960.8,296513.8
"3475","Lyceum",2011,"Ghetto Klown",6,68,3745.75,242872.75
"3476","Lyceum",2011,"Ghetto Klown",7,87,4718,339953.5
"3477","Lyceum",2012,"Venus In Fur",2,83.3333333333333,4748.33333333333,372529
"3478","Lyceum",2012,"Venus In Fur",3,67.5,3702.75,310002.25
"3479","Lyceum",2012,"Venus In Fur",4,54.4,3575.2,279404.6
"3480","Lyceum",2012,"Venus In Fur",5,57,4130.25,304216.75
"3481","Lyceum",2012,"Venus In Fur",6,69,4995.33333333333,454611.333333333
"3482","Lyceum",2013,"A Night With Janis Joplin",9,86,3114,208012.5
"3483","Lyceum",2013,"A Night With Janis Joplin",10,88.25,4925.25,366462.25
"3484","Lyceum",2013,"A Night With Janis Joplin",11,77.5,4733.75,400655
"3485","Lyceum",2013,"A Night With Janis Joplin",12,65.8,4088.6,364200
"3486","Lyceum",2013,"The Nance",3,77.5,4274.5,295908
"3487","Lyceum",2013,"The Nance",4,81,5949.5,374663.75
"3488","Lyceum",2013,"The Nance",5,78.5,5762.5,482636.5
"3489","Lyceum",2013,"The Nance",6,73,5337.2,457915
"3490","Lyceum",2013,"The Nance",7,66.25,4844,363900.5
"3491","Lyceum",2013,"The Nance",8,74,5440,398466
"3492","Lyceum",2014,"A Night With Janis Joplin",1,63.75,4294,338910.5
"3493","Lyceum",2014,"A Night With Janis Joplin",2,61,3803,286705
"3494","Lyceum",2014,"Disgraced",9,86,1583,100824
"3495","Lyceum",2014,"Disgraced",10,79.25,5450.75,331839.5
"3496","Lyceum",2014,"Disgraced",11,75.8,5565.6,447663.8
"3497","Lyceum",2014,"Disgraced",12,62.5,4601.5,387825
"3498","Lyceum",2014,"The Realistic Joneses",3,80.6666666666667,4704.33333333333,382949.666666667
"3499","Lyceum",2014,"The Realistic Joneses",4,89.75,6242.5,540360.25
"3500","Lyceum",2014,"The Realistic Joneses",5,89.75,6251.75,584874.75
"3501","Lyceum",2014,"The Realistic Joneses",6,73.2,5109.4,427934.4
"3502","Lyceum",2014,"The Realistic Joneses",7,83,5792,420300
"3503","Lyceum",2015,"A View From The Bridge 2015",10,80,4224,274654
"3504","Lyceum",2015,"A View From The Bridge 2015",11,80.6,6816,459909
"3505","Lyceum",2015,"A View From The Bridge 2015",12,74.5,6274.25,509404.5
"3506","Lyceum",2015,"Disgraced",1,71.5,5262.25,383884
"3507","Lyceum",2015,"Disgraced",2,63.75,4694.25,341598.5
"3508","Lyceum",2015,"Disgraced",3,72,5316,415237
"3509","Lyceum",2015,"The Visit 2015",3,80,3582,167410
"3510","Lyceum",2015,"The Visit 2015",4,72,5169.25,207986.75
"3511","Lyceum",2015,"The Visit 2015",5,57.2,4128,192859.8
"3512","Lyceum",2015,"The Visit 2015",6,61,4413,234432.5
"3513","Lyceum",2016,"A View From The Bridge 2015",1,82.8,6434.4,475361.8
"3514","Lyceum",2016,"A View From The Bridge 2015",2,82,6724.33333333333,479547
"3515","Lyceum",2016,"Fully Committed",4,75.25,4813,337321.25
"3516","Lyceum",2016,"Fully Committed",5,71.2,5196,396033.6
"3517","Lyceum",2016,"Fully Committed",6,68.75,5017.25,389325.25
"3518","Lyceum",2016,"Fully Committed",7,76.6,5585.2,436380.6
"3519","Lyric",2014,"On The Town 2014",9,82,6126.5,310851
"3520","Lyric",2014,"On The Town 2014",10,82.75,11983.5,677189.25
"3521","Lyric",2014,"On The Town 2014",11,64,9618.2,806774.8
"3522","Lyric",2014,"On The Town 2014",12,62.5,9378.25,829390.25
"3523","Lyric",2015,"Lord Of The Dance: Dangerous Games",11,42.75,5547.5,308731.5
"3524","Lyric",2015,"Lord Of The Dance: Dangerous Games",12,38.75,6084,377901.5
"3525","Lyric",2015,"On The Town 2014",1,64.75,9702,717382.25
"3526","Lyric",2015,"On The Town 2014",2,46.5,6959.25,490099.5
"3527","Lyric",2015,"On The Town 2014",3,52,7813.8,514891.6
"3528","Lyric",2015,"On The Town 2014",4,61.75,9258.75,609097
"3529","Lyric",2015,"On The Town 2014",5,64,8716.2,494119.4
"3530","Lyric",2015,"On The Town 2014",6,63.5,9494.25,562265.75
"3531","Lyric",2015,"On The Town 2014",7,59.5,8915.75,490394.5
"3532","Lyric",2015,"On The Town 2014",8,60.6,9077,536214.4
"3533","Lyric",2015,"On The Town 2014",9,79,11898,955351
"3534","Lyric",2016,"Lord Of The Dance: Dangerous Games",1,69,11750,870337
"3535","Lyric",2016,"Paramour",4,96.5,6260,604858
"3536","Lyric",2016,"Paramour",5,90.4,10319.8,927906.2
"3537","Lyric",2016,"Paramour",6,73,11071.5,1022457.25
"3538","Lyric",2016,"Paramour",7,69,10500.2,943825
"3539","Lyric",2016,"Paramour",8,71.5,10802.5,954104.5
"3540","Majestic",2000,"The Phantom Of The Opera",1,81.8,10538,631111.8
"3541","Majestic",2000,"The Phantom Of The Opera",2,89.5,11493.25,636033.25
"3542","Majestic",2000,"The Phantom Of The Opera",3,95.25,12211.5,678362.5
"3543","Majestic",2000,"The Phantom Of The Opera",4,95.8,12318.2,728775
"3544","Majestic",2000,"The Phantom Of The Opera",5,87.25,11208.75,673775.25
"3545","Majestic",2000,"The Phantom Of The Opera",6,87.5,11231,678307.75
"3546","Majestic",2000,"The Phantom Of The Opera",7,83.8,10763.8,646272.4
"3547","Majestic",2000,"The Phantom Of The Opera",8,87.25,11196.25,686424.75
"3548","Majestic",2000,"The Phantom Of The Opera",9,72.75,9349.5,573513.5
"3549","Majestic",2000,"The Phantom Of The Opera",10,78.2,10051.6,615492.2
"3550","Majestic",2000,"The Phantom Of The Opera",11,81,10386.75,647886.25
"3551","Majestic",2000,"The Phantom Of The Opera",12,83.4,10703.4,707277.8
"3552","Majestic",2001,"The Phantom Of The Opera",1,88,11305.75,610192.5
"3553","Majestic",2001,"The Phantom Of The Opera",2,86.75,11144,599686.25
"3554","Majestic",2001,"The Phantom Of The Opera",3,88.5,11385.5,637712.25
"3555","Majestic",2001,"The Phantom Of The Opera",4,93.6,12032.6,736913.6
"3556","Majestic",2001,"The Phantom Of The Opera",5,82.25,10540.5,646051
"3557","Majestic",2001,"The Phantom Of The Opera",6,84.5,10872.5,663271
"3558","Majestic",2001,"The Phantom Of The Opera",7,84,10826.4,647309
"3559","Majestic",2001,"The Phantom Of The Opera",8,88,11319.75,683091
"3560","Majestic",2001,"The Phantom Of The Opera",9,54.8,6646.2,392908.2
"3561","Majestic",2001,"The Phantom Of The Opera",10,70,9003.5,457477
"3562","Majestic",2001,"The Phantom Of The Opera",11,67,8634,488201.25
"3563","Majestic",2001,"The Phantom Of The Opera",12,76.2,9785.6,594931
"3564","Majestic",2002,"The Phantom Of The Opera",1,77.75,9971.25,505426
"3565","Majestic",2002,"The Phantom Of The Opera",2,83.25,10721.75,553415.25
"3566","Majestic",2002,"The Phantom Of The Opera",3,86.6,11144.6,606299
"3567","Majestic",2002,"The Phantom Of The Opera",4,77.75,9995,558072.75
"3568","Majestic",2002,"The Phantom Of The Opera",5,71.75,9240.5,517631.25
"3569","Majestic",2002,"The Phantom Of The Opera",6,79,10143.8,559330.6
"3570","Majestic",2002,"The Phantom Of The Opera",7,87.75,11283.5,593835
"3571","Majestic",2002,"The Phantom Of The Opera",8,90.5,11641,629119
"3572","Majestic",2002,"The Phantom Of The Opera",9,67.8,8698.8,456015.6
"3573","Majestic",2002,"The Phantom Of The Opera",10,72.5,9308.75,525504.75
"3574","Majestic",2002,"The Phantom Of The Opera",11,68.75,8828.25,492149
"3575","Majestic",2002,"The Phantom Of The Opera",12,81.2,10434.6,664702
"3576","Majestic",2003,"The Phantom Of The Opera",1,71.75,9226.5,535284
"3577","Majestic",2003,"The Phantom Of The Opera",2,65.25,8065,445401
"3578","Majestic",2003,"The Phantom Of The Opera",3,74.6,8821.4,439436.4
"3579","Majestic",2003,"The Phantom Of The Opera",4,85.25,10967,567988.25
"3580","Majestic",2003,"The Phantom Of The Opera",5,76.25,9782.75,499609.5
"3581","Majestic",2003,"The Phantom Of The Opera",6,86.2,11078.6,578986.8
"3582","Majestic",2003,"The Phantom Of The Opera",7,89.75,11561.25,616190.5
"3583","Majestic",2003,"The Phantom Of The Opera",8,91,11398.2,629800.4
"3584","Majestic",2003,"The Phantom Of The Opera",9,67.25,8616,467429
"3585","Majestic",2003,"The Phantom Of The Opera",10,81.75,10526.5,579970.25
"3586","Majestic",2003,"The Phantom Of The Opera",11,78,10017,580480.2
"3587","Majestic",2003,"The Phantom Of The Opera",12,81.25,10484,653689.25
"3588","Majestic",2004,"The Phantom Of The Opera",1,77.5,9967.25,565545
"3589","Majestic",2004,"The Phantom Of The Opera",2,72,9260.8,487505
"3590","Majestic",2004,"The Phantom Of The Opera",3,88.25,11366,603354
"3591","Majestic",2004,"The Phantom Of The Opera",4,91.75,11776.25,623820.5
"3592","Majestic",2004,"The Phantom Of The Opera",5,78.6,10113.2,541158.2
"3593","Majestic",2004,"The Phantom Of The Opera",6,87.75,11273.75,605048.5
"3594","Majestic",2004,"The Phantom Of The Opera",7,90.75,11695.75,617918.75
"3595","Majestic",2004,"The Phantom Of The Opera",8,89.2,11463.6,630881.6
"3596","Majestic",2004,"The Phantom Of The Opera",9,68.75,8845.75,491320
"3597","Majestic",2004,"The Phantom Of The Opera",10,81.6,10504.4,579998
"3598","Majestic",2004,"The Phantom Of The Opera",11,80.25,10293.75,626185
"3599","Majestic",2004,"The Phantom Of The Opera",12,86.75,11154.5,707010.25
"3600","Majestic",2005,"The Phantom Of The Opera",1,95,12197.4,718139.4
"3601","Majestic",2005,"The Phantom Of The Opera",2,91.75,11769,665917
"3602","Majestic",2005,"The Phantom Of The Opera",3,96.5,12436.75,692299
"3603","Majestic",2005,"The Phantom Of The Opera",4,97.25,12515.75,712053
"3604","Majestic",2005,"The Phantom Of The Opera",5,98.6,12661,738785.4
"3605","Majestic",2005,"The Phantom Of The Opera",6,98.75,12689,774143.5
"3606","Majestic",2005,"The Phantom Of The Opera",7,99,12740.4,802761.4
"3607","Majestic",2005,"The Phantom Of The Opera",8,99.75,12833.5,806334.75
"3608","Majestic",2005,"The Phantom Of The Opera",9,82.75,10629.5,640952.75
"3609","Majestic",2005,"The Phantom Of The Opera",10,88.2,11355.4,696881
"3610","Majestic",2005,"The Phantom Of The Opera",11,84.5,10894,702070.5
"3611","Majestic",2005,"The Phantom Of The Opera",12,86,10685.5,699662
"3612","Majestic",2006,"The Phantom Of The Opera",1,90.8,11994.8,808986.4
"3613","Majestic",2006,"The Phantom Of The Opera",2,91.75,11774,704817
"3614","Majestic",2006,"The Phantom Of The Opera",3,96,12344.75,733040
"3615","Majestic",2006,"The Phantom Of The Opera",4,99,12697,781345
"3616","Majestic",2006,"The Phantom Of The Opera",5,95.25,12254.25,775296.75
"3617","Majestic",2006,"The Phantom Of The Opera",6,98.25,12653.25,827496.25
"3618","Majestic",2006,"The Phantom Of The Opera",7,95.2,12225.6,832043
"3619","Majestic",2006,"The Phantom Of The Opera",8,94.5,12141.25,821929
"3620","Majestic",2006,"The Phantom Of The Opera",9,73.5,9456.25,635647
"3621","Majestic",2006,"The Phantom Of The Opera",10,82.4,10581.4,705142.6
"3622","Majestic",2006,"The Phantom Of The Opera",11,80.5,10364.25,743024.5
"3623","Majestic",2006,"The Phantom Of The Opera",12,84.8,10895.4,837551.8
"3624","Majestic",2007,"The Phantom Of The Opera",1,76.25,9779.5,650019.75
"3625","Majestic",2007,"The Phantom Of The Opera",2,76,9780.5,642650.5
"3626","Majestic",2007,"The Phantom Of The Opera",3,83.75,10753,685469.25
"3627","Majestic",2007,"The Phantom Of The Opera",4,95.2,12257.6,797512.6
"3628","Majestic",2007,"The Phantom Of The Opera",5,89.5,11503.25,734975.25
"3629","Majestic",2007,"The Phantom Of The Opera",6,89.25,11468.75,737419.5
"3630","Majestic",2007,"The Phantom Of The Opera",7,93.6,12025.2,793720
"3631","Majestic",2007,"The Phantom Of The Opera",8,95.25,12262.75,833147.25
"3632","Majestic",2007,"The Phantom Of The Opera",9,70.4,9025,605913.8
"3633","Majestic",2007,"The Phantom Of The Opera",10,84,10822,698495
"3634","Majestic",2007,"The Phantom Of The Opera",11,73,8301.5,517885.5
"3635","Majestic",2007,"The Phantom Of The Opera",12,77.8,9111,724815.8
"3636","Majestic",2008,"The Phantom Of The Opera",1,82,10557.5,693033
"3637","Majestic",2008,"The Phantom Of The Opera",2,73,9364.5,608572.25
"3638","Majestic",2008,"The Phantom Of The Opera",3,89,11419.6,738127.6
"3639","Majestic",2008,"The Phantom Of The Opera",4,94.25,12114.75,768486.5
"3640","Majestic",2008,"The Phantom Of The Opera",5,96.25,12385.5,805693.5
"3641","Majestic",2008,"The Phantom Of The Opera",6,93.2,12038.4,789701.4
"3642","Majestic",2008,"The Phantom Of The Opera",7,98.5,12719.25,873188
"3643","Majestic",2008,"The Phantom Of The Opera",8,97.6,11388.8,817395
"3644","Majestic",2008,"The Phantom Of The Opera",9,74.5,9632,668132.75
"3645","Majestic",2008,"The Phantom Of The Opera",10,86.25,11133.75,746957
"3646","Majestic",2008,"The Phantom Of The Opera",11,77,9950.6,693845
"3647","Majestic",2008,"The Phantom Of The Opera",12,79,10184.25,798156
"3648","Majestic",2009,"The Phantom Of The Opera",1,88,11405.75,791167
"3649","Majestic",2009,"The Phantom Of The Opera",2,74.75,9635,609097.75
"3650","Majestic",2009,"The Phantom Of The Opera",3,88.6,11412.2,697994
"3651","Majestic",2009,"The Phantom Of The Opera",4,98.25,12658.25,849450.5
"3652","Majestic",2009,"The Phantom Of The Opera",5,86.6,11199.6,727380
"3653","Majestic",2009,"The Phantom Of The Opera",6,91,11743.25,864732.25
"3654","Majestic",2009,"The Phantom Of The Opera",7,93.75,12120,944689
"3655","Majestic",2009,"The Phantom Of The Opera",8,94.6,12223.2,1001823.4
"3656","Majestic",2009,"The Phantom Of The Opera",9,82,10565,794413.5
"3657","Majestic",2009,"The Phantom Of The Opera",10,87.25,11289,860783.75
"3658","Majestic",2009,"The Phantom Of The Opera",11,76,9818.6,789650.8
"3659","Majestic",2009,"The Phantom Of The Opera",12,73.25,9446.25,877635.75
"3660","Majestic",2010,"The Phantom Of The Opera",1,72,9309.8,787010.6
"3661","Majestic",2010,"The Phantom Of The Opera",2,68.75,8859,651469.5
"3662","Majestic",2010,"The Phantom Of The Opera",3,82,10597.75,800787.5
"3663","Majestic",2010,"The Phantom Of The Opera",4,91.25,11786,988146.5
"3664","Majestic",2010,"The Phantom Of The Opera",5,83.4,10777.6,812213.4
"3665","Majestic",2010,"The Phantom Of The Opera",6,86.25,11159,854248.5
"3666","Majestic",2010,"The Phantom Of The Opera",7,88.5,11427.25,907825
"3667","Majestic",2010,"The Phantom Of The Opera",8,87,11237.8,901629.2
"3668","Majestic",2010,"The Phantom Of The Opera",9,71.5,9222.75,694933.5
"3669","Majestic",2010,"The Phantom Of The Opera",10,80.2,10387,767429
"3670","Majestic",2010,"The Phantom Of The Opera",11,73.25,9477.25,767620
"3671","Majestic",2010,"The Phantom Of The Opera",12,72.25,9341.75,808886.5
"3672","Majestic",2011,"The Phantom Of The Opera",1,79.2,10217.6,809420.6
"3673","Majestic",2011,"The Phantom Of The Opera",2,73.75,9556.5,684559.5
"3674","Majestic",2011,"The Phantom Of The Opera",3,87.5,11297.25,859482.75
"3675","Majestic",2011,"The Phantom Of The Opera",4,90.5,11692.25,979868
"3676","Majestic",2011,"The Phantom Of The Opera",5,88.8,11484.2,917177.2
"3677","Majestic",2011,"The Phantom Of The Opera",6,89,11509.75,905643.25
"3678","Majestic",2011,"The Phantom Of The Opera",7,92,11868.4,976160.2
"3679","Majestic",2011,"The Phantom Of The Opera",8,87.75,10674,873185.5
"3680","Majestic",2011,"The Phantom Of The Opera",9,75.75,9794.25,737903.5
"3681","Majestic",2011,"The Phantom Of The Opera",10,86.4,11161.2,856665.6
"3682","Majestic",2011,"The Phantom Of The Opera",11,79.75,10262.25,831772.25
"3683","Majestic",2011,"The Phantom Of The Opera",12,75.25,9697.5,827632.75
"3684","Majestic",2012,"The Phantom Of The Opera",1,83.8,10748.4,922213.8
"3685","Majestic",2012,"The Phantom Of The Opera",2,81.5,10480,758215
"3686","Majestic",2012,"The Phantom Of The Opera",3,83.75,10730,835709.75
"3687","Majestic",2012,"The Phantom Of The Opera",4,92.6,11883.6,1019410.6
"3688","Majestic",2012,"The Phantom Of The Opera",5,90.75,11659.5,905424.5
"3689","Majestic",2012,"The Phantom Of The Opera",6,88.5,11368.75,880628.5
"3690","Majestic",2012,"The Phantom Of The Opera",7,91.2,11695.8,956420.2
"3691","Majestic",2012,"The Phantom Of The Opera",8,91,11635.5,945276.75
"3692","Majestic",2012,"The Phantom Of The Opera",9,86.4,11077,835935.6
"3693","Majestic",2012,"The Phantom Of The Opera",10,90.75,11646.25,905069
"3694","Majestic",2012,"The Phantom Of The Opera",11,73.75,8935,734353.75
"3695","Majestic",2012,"The Phantom Of The Opera",12,80.6,10662.2,985908.2
"3696","Majestic",2013,"The Phantom Of The Opera",1,82,10152,777547.75
"3697","Majestic",2013,"The Phantom Of The Opera",2,84,10783,828432.25
"3698","Majestic",2013,"The Phantom Of The Opera",3,93.4,11973,1064536.8
"3699","Majestic",2013,"The Phantom Of The Opera",4,93,11945,1066519.75
"3700","Majestic",2013,"The Phantom Of The Opera",5,97.25,12483,1095903
"3701","Majestic",2013,"The Phantom Of The Opera",6,96.4,12382.6,1087347
"3702","Majestic",2013,"The Phantom Of The Opera",7,98.5,12663,1145350
"3703","Majestic",2013,"The Phantom Of The Opera",8,97.25,12492.5,1162776
"3704","Majestic",2013,"The Phantom Of The Opera",9,86.8,11117.4,899396.4
"3705","Majestic",2013,"The Phantom Of The Opera",10,89.5,11494.25,969967.25
"3706","Majestic",2013,"The Phantom Of The Opera",11,73.25,9416.5,765241.75
"3707","Majestic",2013,"The Phantom Of The Opera",12,86,11378.8,1148449
"3708","Majestic",2014,"The Phantom Of The Opera",1,83,10281,917469
"3709","Majestic",2014,"The Phantom Of The Opera",2,72.25,9278,709888.75
"3710","Majestic",2014,"The Phantom Of The Opera",3,84,10802.4,879177
"3711","Majestic",2014,"The Phantom Of The Opera",4,89.25,11484.75,1119407.25
"3712","Majestic",2014,"The Phantom Of The Opera",5,91.75,11793.5,993020.25
"3713","Majestic",2014,"The Phantom Of The Opera",6,88.4,11334.8,960666.2
"3714","Majestic",2014,"The Phantom Of The Opera",7,93.75,12042,1058266.75
"3715","Majestic",2014,"The Phantom Of The Opera",8,93.6,12011.8,1079969
"3716","Majestic",2014,"The Phantom Of The Opera",9,84,10763.75,872802.5
"3717","Majestic",2014,"The Phantom Of The Opera",10,81.25,10437.25,890158.75
"3718","Majestic",2014,"The Phantom Of The Opera",11,71,9118.6,793651.4
"3719","Majestic",2014,"The Phantom Of The Opera",12,80.25,10322,1028784
"3720","Majestic",2015,"The Phantom Of The Opera",1,80.5,10718,975163.5
"3721","Majestic",2015,"The Phantom Of The Opera",2,67.75,8398.75,672364.5
"3722","Majestic",2015,"The Phantom Of The Opera",3,76.2,9756,799662
"3723","Majestic",2015,"The Phantom Of The Opera",4,81.75,10473.5,992371.75
"3724","Majestic",2015,"The Phantom Of The Opera",5,85.4,10938.2,902442.4
"3725","Majestic",2015,"The Phantom Of The Opera",6,88.25,11304.75,958325
"3726","Majestic",2015,"The Phantom Of The Opera",7,89.75,11483.5,1010213.5
"3727","Majestic",2015,"The Phantom Of The Opera",8,84.8,10895.6,982001.4
"3728","Majestic",2015,"The Phantom Of The Opera",9,80.75,10362.25,867406
"3729","Majestic",2015,"The Phantom Of The Opera",10,83.75,10746.75,927229.5
"3730","Majestic",2015,"The Phantom Of The Opera",11,71.6,9199,799205.6
"3731","Majestic",2015,"The Phantom Of The Opera",12,74.75,9626,953680
"3732","Majestic",2016,"The Phantom Of The Opera",1,69.2,8778.6,810981.2
"3733","Majestic",2016,"The Phantom Of The Opera",2,63.75,8204.75,661567.75
"3734","Majestic",2016,"The Phantom Of The Opera",3,74.75,9628,902382
"3735","Majestic",2016,"The Phantom Of The Opera",4,77,9901.5,893995.25
"3736","Majestic",2016,"The Phantom Of The Opera",5,83.6,10727.2,917906.8
"3737","Majestic",2016,"The Phantom Of The Opera",6,82.25,10591.25,939125.25
"3738","Majestic",2016,"The Phantom Of The Opera",7,83.4,10693.4,973897.2
"3739","Majestic",2016,"The Phantom Of The Opera",8,83.5,10720.5,980448.5
"3740","Marquis",2000,"Annie Get Your Gun",1,72,9177.4,516905.2
"3741","Marquis",2000,"Annie Get Your Gun",2,78,9940,537627.5
"3742","Marquis",2000,"Annie Get Your Gun",3,85.75,10942,621927
"3743","Marquis",2000,"Annie Get Your Gun",4,89.6,11426.4,665943
"3744","Marquis",2000,"Annie Get Your Gun",5,83.25,10627.75,601043
"3745","Marquis",2000,"Annie Get Your Gun",6,88,11246.5,618877.75
"3746","Marquis",2000,"Annie Get Your Gun",7,90.6,11559.8,610684
"3747","Marquis",2000,"Annie Get Your Gun",8,94,12006.5,639787
"3748","Marquis",2000,"Annie Get Your Gun",9,65.25,8346.75,417238.25
"3749","Marquis",2000,"Annie Get Your Gun",10,70.2,8943.4,436036.6
"3750","Marquis",2000,"Annie Get Your Gun",11,68.75,8741.25,468638.5
"3751","Marquis",2000,"Annie Get Your Gun",12,66,8517,497159.6
"3752","Marquis",2001,"A Christmas Carol '01",12,94,12005,819397
"3753","Marquis",2001,"Annie Get Your Gun",1,57.5,7322.5,340416.5
"3754","Marquis",2001,"Annie Get Your Gun",2,78.75,10066.75,615665
"3755","Marquis",2001,"Annie Get Your Gun",3,82.25,10474.5,680034.5
"3756","Marquis",2001,"Annie Get Your Gun",4,87.6,11205.8,736298.2
"3757","Marquis",2001,"Annie Get Your Gun",5,92,11727,785092.75
"3758","Marquis",2001,"Annie Get Your Gun",6,90.75,11607.25,798894.5
"3759","Marquis",2001,"Annie Get Your Gun",7,72.6,9281,475789.6
"3760","Marquis",2001,"Annie Get Your Gun",8,62.5,7996.25,439858.5
"3761","Marquis",2001,"Annie Get Your Gun",9,57,7272,374972
"3762","Marquis",2002,"Thoroughly Modern Millie",3,91.5,10090,373254
"3763","Marquis",2002,"Thoroughly Modern Millie",4,90.75,10767.75,492476.75
"3764","Marquis",2002,"Thoroughly Modern Millie",5,84.75,10706.25,635137.5
"3765","Marquis",2002,"Thoroughly Modern Millie",6,95.6,12089.2,845654.4
"3766","Marquis",2002,"Thoroughly Modern Millie",7,92.75,11690.25,865210
"3767","Marquis",2002,"Thoroughly Modern Millie",8,95.75,12115.75,887508
"3768","Marquis",2002,"Thoroughly Modern Millie",9,86,10867,719625.6
"3769","Marquis",2002,"Thoroughly Modern Millie",10,92.75,11705.5,824472.75
"3770","Marquis",2002,"Thoroughly Modern Millie",11,83.25,10520.75,755308.75
"3771","Marquis",2002,"Thoroughly Modern Millie",12,91.4,11546.4,892305
"3772","Marquis",2003,"Thoroughly Modern Millie",1,77.25,9756.75,665256.5
"3773","Marquis",2003,"Thoroughly Modern Millie",2,79.5,10033.25,647620
"3774","Marquis",2003,"Thoroughly Modern Millie",3,77.4,9107.6,582066.2
"3775","Marquis",2003,"Thoroughly Modern Millie",4,84.5,10664,689892.25
"3776","Marquis",2003,"Thoroughly Modern Millie",5,78.75,9937.75,647827.75
"3777","Marquis",2003,"Thoroughly Modern Millie",6,82.4,10403.4,655960.6
"3778","Marquis",2003,"Thoroughly Modern Millie",7,85.5,10807.25,651000.75
"3779","Marquis",2003,"Thoroughly Modern Millie",8,83.8,10319.6,617685.6
"3780","Marquis",2003,"Thoroughly Modern Millie",9,67.5,8529,481686.75
"3781","Marquis",2003,"Thoroughly Modern Millie",10,86.5,10921.75,671617
"3782","Marquis",2003,"Thoroughly Modern Millie",11,72.2,9108.6,609089.2
"3783","Marquis",2003,"Thoroughly Modern Millie",12,70.25,8882.25,636903.25
"3784","Marquis",2004,"La Cage Aux Folles '04",11,77.3333333333333,7952.66666666667,501420
"3785","Marquis",2004,"La Cage Aux Folles '04",12,79.5,9687.5,604153
"3786","Marquis",2004,"Thoroughly Modern Millie",1,71.5,9027.75,539020.25
"3787","Marquis",2004,"Thoroughly Modern Millie",2,65.6,8280.8,441742.2
"3788","Marquis",2004,"Thoroughly Modern Millie",3,75.5,9519.25,523353.75
"3789","Marquis",2004,"Thoroughly Modern Millie",4,75.75,9533,542874.75
"3790","Marquis",2004,"Thoroughly Modern Millie",5,59.6,7529.2,401178.6
"3791","Marquis",2004,"Thoroughly Modern Millie",6,70.3333333333333,8889.66666666667,471599
"3792","Marquis",2005,"La Cage Aux Folles '04",1,76.8,9875.6,656996.8
"3793","Marquis",2005,"La Cage Aux Folles '04",2,73.25,9167.25,534844
"3794","Marquis",2005,"La Cage Aux Folles '04",3,69,8669,509662
"3795","Marquis",2005,"La Cage Aux Folles '04",4,56,7019.5,406465.75
"3796","Marquis",2005,"La Cage Aux Folles '04",5,59.4,7428.2,391861.8
"3797","Marquis",2005,"La Cage Aux Folles '04",6,53.5,6708.75,353109.75
"3798","Marquis",2005,"The Woman In White",10,96,4472,351682
"3799","Marquis",2005,"The Woman In White",11,91,10651.5,692354.5
"3800","Marquis",2005,"The Woman In White",12,73.5,9274.75,707939.5
"3801","Marquis",2006,"The Drowsy Chaperone",4,81.5,10508.25,410460
"3802","Marquis",2006,"The Drowsy Chaperone",5,87.25,11254.75,686835.25
"3803","Marquis",2006,"The Drowsy Chaperone",6,87.75,11304.25,923976.5
"3804","Marquis",2006,"The Drowsy Chaperone",7,82.8,10649.8,924836
"3805","Marquis",2006,"The Drowsy Chaperone",8,82.5,10622.25,898552
"3806","Marquis",2006,"The Drowsy Chaperone",9,87,11183.5,896819.25
"3807","Marquis",2006,"The Drowsy Chaperone",10,95,12242,1000402
"3808","Marquis",2006,"The Drowsy Chaperone",11,85.5,11049,937354.5
"3809","Marquis",2006,"The Drowsy Chaperone",12,86.4,11190.4,1014132.6
"3810","Marquis",2006,"The Woman In White",1,67.8,9028.6,622379.2
"3811","Marquis",2006,"The Woman In White",2,59.6666666666667,7723.33333333333,460204.666666667
"3812","Marquis",2007,"The Drowsy Chaperone",1,77,9940,756018.75
"3813","Marquis",2007,"The Drowsy Chaperone",2,76.5,9844.75,721663
"3814","Marquis",2007,"The Drowsy Chaperone",3,77,9897.75,740614.5
"3815","Marquis",2007,"The Drowsy Chaperone",4,82.2,10599.8,790755.6
"3816","Marquis",2007,"The Drowsy Chaperone",5,66,8537.25,615683
"3817","Marquis",2007,"The Drowsy Chaperone",6,61.5,7907,559223
"3818","Marquis",2007,"The Drowsy Chaperone",7,66,8504.4,545332.8
"3819","Marquis",2007,"The Drowsy Chaperone",8,66.5,8522.25,530522
"3820","Marquis",2007,"The Drowsy Chaperone",9,60.4,7796.2,478411.4
"3821","Marquis",2007,"The Drowsy Chaperone",10,66.75,8595.25,562268.75
"3822","Marquis",2007,"The Drowsy Chaperone",11,58.5,5420.5,279790
"3823","Marquis",2007,"The Drowsy Chaperone",12,54.4,6711.2,455238.8
"3824","Marquis",2008,"Cry Baby",3,85.3333333333333,7064.66666666667,245244.333333333
"3825","Marquis",2008,"Cry Baby",4,69.25,8660.5,276919.25
"3826","Marquis",2008,"Cry Baby",5,64.75,8337.75,291826.5
"3827","Marquis",2008,"Cry Baby",6,61.75,7936.25,266597
"3828","Marquis",2008,"Irving Berlin'S White Christmas",11,84,9866,866371.666666667
"3829","Marquis",2008,"Irving Berlin'S White Christmas",12,93.25,13549.75,1471296
