"","Theatre","Year","Show","Month","Capacity","Attendance","Gross"
"5937","Vivian Beaumont",2001,"Qed",10,89.5,1392.5,49218
"5938","Vivian Beaumont",2001,"Qed",11,93,1981.5,71758
"5939","Vivian Beaumont",2001,"Qed",12,96.75,1808,72171
"5940","Vivian Beaumont",2002,"Barbara Cook: Mostly Sondheim",1,89,1901.25,75170.75
"5941","Vivian Beaumont",2002,"Barbara Cook: Mostly Sondheim",2,92,1644.66666666667,71495.3333333333
"5942","Vivian Beaumont",2002,"Barbara Cook: Mostly Sondheim",6,85,1307.5,55825
"5943","Vivian Beaumont",2002,"Barbara Cook: Mostly Sondheim",7,74.5,1594.25,70383.5
"5944","Vivian Beaumont",2002,"Barbara Cook: Mostly Sondheim",8,86.75,1408.25,63683.25
"5945","Vivian Beaumont",2002,"Contact",1,88.5,7564,401107.75
"5946","Vivian Beaumont",2002,"Contact",2,87.25,7435.25,397666.25
"5947","Vivian Beaumont",2002,"Contact",3,84,7163,386466
"5948","Vivian Beaumont",2002,"Contact",4,61.5,5237.25,306890.75
"5949","Vivian Beaumont",2002,"Contact",5,54.25,4630.25,270017.5
"5950","Vivian Beaumont",2002,"Contact",6,50.8,4331.6,237216.6
"5951","Vivian Beaumont",2002,"Contact",7,50.25,4288.75,232842.5
"5952","Vivian Beaumont",2002,"Contact",8,56.5,4810.5,278884.75
"5953","Vivian Beaumont",2002,"Contact",9,63,5407,314952
"5954","Vivian Beaumont",2002,"Dinner At Eight",11,59,647,28721
"5955","Vivian Beaumont",2002,"Dinner At Eight",12,72.2,6305.8,245143.6
"5956","Vivian Beaumont",2002,"Qed",2,98.5,1576,76348
"5957","Vivian Beaumont",2002,"Qed",3,86.4,1662.2,82989.6
"5958","Vivian Beaumont",2002,"Qed",4,93,1713,84637
"5959","Vivian Beaumont",2002,"Qed",5,98,1828.75,94960.75
"5960","Vivian Beaumont",2002,"Qed",6,90.6666666666667,1306.33333333333,68435
"5961","Vivian Beaumont",2003,"Dinner At Eight",1,85.75,7453.5,338101.25
"5962","Vivian Beaumont",2003,"Henry Iv",11,89.6,5832.2,283309.8
"5963","Vivian Beaumont",2003,"Henry Iv",12,97.25,6880.75,462726.25
"5964","Vivian Beaumont",2004,"Barbara Cook'S Broadway",3,80,2510.5,87469
"5965","Vivian Beaumont",2004,"Barbara Cook'S Broadway",4,84,2638.5,131749.5
"5966","Vivian Beaumont",2004,"Henry Iv",1,97,6792,534262.666666667
"5967","Vivian Beaumont",2004,"King Lear",2,97,4752.33333333333,224060.333333333
"5968","Vivian Beaumont",2004,"King Lear",3,95,4985.25,295097.75
"5969","Vivian Beaumont",2004,"King Lear",4,96.3333333333333,5027.66666666667,326560.666666667
"5970","Vivian Beaumont",2004,"The Frogs",6,97,6071,312750
"5971","Vivian Beaumont",2004,"The Frogs",7,94.75,7913.75,452129.25
"5972","Vivian Beaumont",2004,"The Frogs",8,90.8,7563,559268.6
"5973","Vivian Beaumont",2004,"The Frogs",9,79.75,6663,442032.5
"5974","Vivian Beaumont",2004,"The Frogs",10,89,7423.5,502870
"5975","Vivian Beaumont",2004,"The Rivals",11,57,2427,98762
"5976","Vivian Beaumont",2004,"The Rivals",12,63.25,5372,249281.75
"5977","Vivian Beaumont",2005,"Love / Life",5,84,1382.8,56096
"5978","Vivian Beaumont",2005,"The Light In The Piazza",3,76,4735,184761
"5979","Vivian Beaumont",2005,"The Light In The Piazza",4,67.5,5610,242712.75
"5980","Vivian Beaumont",2005,"The Light In The Piazza",5,76.8,6397.6,377286.8
"5981","Vivian Beaumont",2005,"The Light In The Piazza",6,91.75,7642.75,521194.75
"5982","Vivian Beaumont",2005,"The Light In The Piazza",7,89.8,7485.8,541148.2
"5983","Vivian Beaumont",2005,"The Light In The Piazza",8,86,7158.5,537947
"5984","Vivian Beaumont",2005,"The Light In The Piazza",9,71.25,5929.75,445295.5
"5985","Vivian Beaumont",2005,"The Light In The Piazza",10,82.2,6848.8,531789.8
"5986","Vivian Beaumont",2005,"The Light In The Piazza",11,77.75,6475.75,504469
"5987","Vivian Beaumont",2005,"The Light In The Piazza",12,69.75,5828.75,448346.25
"5988","Vivian Beaumont",2005,"The Rivals",1,65.5,5553.75,294815.75
"5989","Vivian Beaumont",2006,"The Coast Of Utopia",10,92.5,6308,314531.5
"5990","Vivian Beaumont",2006,"The Coast Of Utopia",11,94.5,4442.25,253937
"5991","Vivian Beaumont",2006,"The Coast Of Utopia",12,82.2,5289.2,319064
"5992","Vivian Beaumont",2006,"The Light In The Piazza",1,77,6398.8,472503.8
"5993","Vivian Beaumont",2006,"The Light In The Piazza",2,65,5403.25,372012.75
"5994","Vivian Beaumont",2006,"The Light In The Piazza",3,79.25,6605,436682.5
"5995","Vivian Beaumont",2006,"The Light In The Piazza",4,62,5171,339573.8
"5996","Vivian Beaumont",2006,"The Light In The Piazza",5,65.75,5487.75,355792.5
"5997","Vivian Beaumont",2006,"The Light In The Piazza",6,58.25,4835.25,315805.75
"5998","Vivian Beaumont",2006,"The Light In The Piazza",7,67,5546,375062
"5999","Vivian Beaumont",2007,"Cymbeline",11,63.5,4571.75,195928.5
"6000","Vivian Beaumont",2007,"Cymbeline",12,47.8,3906.8,213212.2
"6001","Vivian Beaumont",2007,"The Coast Of Utopia",1,97.3333333333333,4067,288626.333333333
"6002","Vivian Beaumont",2007,"The Coast Of Utopia",2,92.25,6498.5,390832.25
"6003","Vivian Beaumont",2007,"The Coast Of Utopia",3,91.5,7182.25,547995
"6004","Vivian Beaumont",2007,"The Coast Of Utopia",4,90.8,6661.2,559308.6
"6005","Vivian Beaumont",2007,"The Coast Of Utopia",5,92,6736,552236.5
"6006","Vivian Beaumont",2008,"Cymbeline",1,47,3918,230226
"6007","Vivian Beaumont",2008,"South Pacific",3,94.4,6680.8,469767.8
"6008","Vivian Beaumont",2008,"South Pacific",4,95,7927.25,692094.5
"6009","Vivian Beaumont",2008,"South Pacific",5,97.5,8128,733182.25
"6010","Vivian Beaumont",2008,"South Pacific",6,98.8,8213.2,797348.8
"6011","Vivian Beaumont",2008,"South Pacific",7,100,8304,890715.25
"6012","Vivian Beaumont",2008,"South Pacific",8,99.8,8311.8,913219.6
"6013","Vivian Beaumont",2008,"South Pacific",9,100,8313,915849.25
"6014","Vivian Beaumont",2008,"South Pacific",10,100,8305,922417.75
"6015","Vivian Beaumont",2008,"South Pacific",11,99.8,8299.8,920478.2
"6016","Vivian Beaumont",2008,"South Pacific",12,99.5,8290.75,924210.5
"6017","Vivian Beaumont",2009,"South Pacific",1,98,8153.5,922884.75
"6018","Vivian Beaumont",2009,"South Pacific",2,89.75,7469.25,846905
"6019","Vivian Beaumont",2009,"South Pacific",3,92,7672.6,845260.8
"6020","Vivian Beaumont",2009,"South Pacific",4,93.25,7775.75,863418.5
"6021","Vivian Beaumont",2009,"South Pacific",5,91.4,7617.6,840682.4
"6022","Vivian Beaumont",2009,"South Pacific",6,93.75,7800.75,846355.75
"6023","Vivian Beaumont",2009,"South Pacific",7,93.5,7796.25,793137.25
"6024","Vivian Beaumont",2009,"South Pacific",8,92.4,7677,788756
"6025","Vivian Beaumont",2009,"South Pacific",9,81.25,6787.5,684920.25
"6026","Vivian Beaumont",2009,"South Pacific",10,89.75,7481.25,767470
"6027","Vivian Beaumont",2009,"South Pacific",11,82.2,6861.6,696874.8
"6028","Vivian Beaumont",2009,"South Pacific",12,79.75,6621.5,699949.75
"6029","Vivian Beaumont",2010,"A Free Man Of Color",10,73.5,3684,182793.5
"6030","Vivian Beaumont",2010,"A Free Man Of Color",11,69.25,5785.25,260328
"6031","Vivian Beaumont",2010,"A Free Man Of Color",12,51.25,4272,224436
"6032","Vivian Beaumont",2010,"South Pacific",1,79.2,6611.4,647833.4
"6033","Vivian Beaumont",2010,"South Pacific",2,64,5336.25,495952.25
"6034","Vivian Beaumont",2010,"South Pacific",3,73.75,6139.25,519021.5
"6035","Vivian Beaumont",2010,"South Pacific",4,81.25,6795.5,607120.5
"6036","Vivian Beaumont",2010,"South Pacific",5,75.2,6254,522960.2
"6037","Vivian Beaumont",2010,"South Pacific",6,73.25,6102,484233.25
"6038","Vivian Beaumont",2010,"South Pacific",7,91,7579.5,573856
"6039","Vivian Beaumont",2010,"South Pacific",8,93.75,7555.75,634545.5
"6040","Vivian Beaumont",2011,"A Free Man Of Color",1,66,5485,286415
"6041","Vivian Beaumont",2011,"War Horse",3,100,7471.5,643835.5
"6042","Vivian Beaumont",2011,"War Horse",4,100,8546,703704.75
"6043","Vivian Beaumont",2011,"War Horse",5,100,8552.2,882007.2
"6044","Vivian Beaumont",2011,"War Horse",6,100,8553,934345.25
"6045","Vivian Beaumont",2011,"War Horse",7,100,8549.8,981449.4
"6046","Vivian Beaumont",2011,"War Horse",8,100,7750.25,900970
"6047","Vivian Beaumont",2011,"War Horse",9,98.25,8379,970199
"6048","Vivian Beaumont",2011,"War Horse",10,99.6,8513.6,984683.4
"6049","Vivian Beaumont",2011,"War Horse",11,99.25,8490.75,988371.5
"6050","Vivian Beaumont",2011,"War Horse",12,99.25,8498.25,985461
"6051","Vivian Beaumont",2012,"War Horse",1,99.8,7888.8,922100.2
"6052","Vivian Beaumont",2012,"War Horse",2,93.5,8006.25,897155.75
"6053","Vivian Beaumont",2012,"War Horse",3,91,7786.75,832236
"6054","Vivian Beaumont",2012,"War Horse",4,88.6,7567.8,817387.2
"6055","Vivian Beaumont",2012,"War Horse",5,79.5,6806.75,678863.25
"6056","Vivian Beaumont",2012,"War Horse",6,69.5,5948,593443.75
"6057","Vivian Beaumont",2012,"War Horse",7,66.2,5672,524882.6
"6058","Vivian Beaumont",2012,"War Horse",8,75,6419,514700
"6059","Vivian Beaumont",2012,"War Horse",9,86.2,7370.4,560346.4
"6060","Vivian Beaumont",2012,"War Horse",10,86.5,7378.75,630522.75
"6061","Vivian Beaumont",2012,"War Horse",11,69.75,5799.5,522573.5
"6062","Vivian Beaumont",2012,"War Horse",12,90.8,7769.4,753014.2
"6063","Vivian Beaumont",2013,"Ann",2,62,4826,262436
"6064","Vivian Beaumont",2013,"Ann",3,62.6,5580.4,331637.2
"6065","Vivian Beaumont",2013,"Ann",4,45,4012,287048
"6066","Vivian Beaumont",2013,"Ann",5,42,3725,247449.25
"6067","Vivian Beaumont",2013,"Ann",6,45.8,4076.8,238585.2
"6068","Vivian Beaumont",2013,"Macbeth '13 (Lct)",10,87,2718,196181
"6069","Vivian Beaumont",2013,"Macbeth '13 (Lct)",11,75.5,6302.25,380117.5
"6070","Vivian Beaumont",2013,"Macbeth '13 (Lct)",12,65.8,5388.8,344572.6
"6071","Vivian Beaumont",2013,"War Horse",1,99,8469,948043
"6072","Vivian Beaumont",2014,"Act One",3,62,4069.5,235498
"6073","Vivian Beaumont",2014,"Act One",4,67.75,5870.25,335023.75
"6074","Vivian Beaumont",2014,"Act One",5,69.75,6049.5,436303
"6075","Vivian Beaumont",2014,"Act One",6,71,5576,401588.333333333
"6076","Vivian Beaumont",2014,"Macbeth '13 (Lct)",1,74,6196.5,405963.5
"6077","Vivian Beaumont",2015,"The King And I 2015",3,99.6666666666667,6960.33333333333,670772.333333333
"6078","Vivian Beaumont",2015,"The King And I 2015",4,100,8376,833732.5
"6079","Vivian Beaumont",2015,"The King And I 2015",5,100,8376,1023344.6
"6080","Vivian Beaumont",2015,"The King And I 2015",6,99,8283.25,1136995.75
"6081","Vivian Beaumont",2015,"The King And I 2015",7,95,7962.5,1152594
"6082","Vivian Beaumont",2015,"The King And I 2015",8,92.4,7756.8,1041384.4
"6083","Vivian Beaumont",2015,"The King And I 2015",9,87.75,7363.5,903425
"6084","Vivian Beaumont",2015,"The King And I 2015",10,83,6948.25,900048.75
"6085","Vivian Beaumont",2015,"The King And I 2015",11,75.4,6301.2,761491.6
"6086","Vivian Beaumont",2015,"The King And I 2015",12,81.25,6820.25,870595
"6087","Vivian Beaumont",2016,"The King And I 2015",1,83,6624.6,742646.6
"6088","Vivian Beaumont",2016,"The King And I 2015",2,75.75,6356.25,609684
"6089","Vivian Beaumont",2016,"The King And I 2015",3,82.25,6901,701309.5
"6090","Vivian Beaumont",2016,"The King And I 2015",4,90,7524.5,829515
"6091","Vivian Beaumont",2016,"The King And I 2015",5,79.8,6689.8,570345.4
"6092","Vivian Beaumont",2016,"The King And I 2015",6,85,7105.5,646268.75
"6093","Walter Kerr",2000,"A Moon For The Misbegotten 00",3,74,5537.5,263582.5
"6094","Walter Kerr",2000,"A Moon For The Misbegotten 00",4,85,6210.8,335089
"6095","Walter Kerr",2000,"A Moon For The Misbegotten 00",5,79.5,5968.5,334756.75
"6096","Walter Kerr",2000,"A Moon For The Misbegotten 00",6,80.25,6009.75,314136
"6097","Walter Kerr",2000,"A Moon For The Misbegotten 00",7,95,7121,342088
"6098","Walter Kerr",2000,"Proof",10,80,5909,268751.333333333
"6099","Walter Kerr",2000,"Proof",11,91.5,6765,338588.5
"6100","Walter Kerr",2000,"Proof",12,84.8,6270.6,352352
"6101","Walter Kerr",2000,"Waiting In The Wings",1,62.2,4724.6,286125
"6102","Walter Kerr",2000,"Waiting In The Wings",2,62,4702.5,240180
"6103","Walter Kerr",2001,"Proof",1,73.75,5446.25,301008.25
"6104","Walter Kerr",2001,"Proof",2,73,5423.5,300561.75
"6105","Walter Kerr",2001,"Proof",3,83.25,6147,312789.25
"6106","Walter Kerr",2001,"Proof",4,75.6,5584.2,285662
"6107","Walter Kerr",2001,"Proof",5,85.25,6309.25,338469
"6108","Walter Kerr",2001,"Proof",6,93.75,6928.75,382203.75
"6109","Walter Kerr",2001,"Proof",7,90,6638,369239.4
"6110","Walter Kerr",2001,"Proof",8,95.5,7042,397992.5
"6111","Walter Kerr",2001,"Proof",9,76.6,5412,295287.6
"6112","Walter Kerr",2001,"Proof",10,90.75,6704,338882
"6113","Walter Kerr",2001,"Proof",11,82,6063,314528.75
"6114","Walter Kerr",2001,"Proof",12,81,5999.2,323858.2
"6115","Walter Kerr",2002,"Proof",1,84.75,6237.25,304377.25
"6116","Walter Kerr",2002,"Proof",2,79.5,5875.5,300148.75
"6117","Walter Kerr",2002,"Proof",3,76.2,5630.4,280793.8
"6118","Walter Kerr",2002,"Proof",4,60.5,4476.25,220050.75
"6119","Walter Kerr",2002,"Proof",5,53.75,3965.5,197323.25
"6120","Walter Kerr",2002,"Proof",6,53,3924.8,193398.2
"6121","Walter Kerr",2002,"Proof",7,48,3536,162263.25
"6122","Walter Kerr",2002,"Proof",8,58.75,4324.25,205707.5
"6123","Walter Kerr",2002,"Proof",9,53.8,3963.2,187470.6
"6124","Walter Kerr",2002,"Proof",10,62.75,4628,222059
"6125","Walter Kerr",2002,"Proof",11,53,3921.5,193691
"6126","Walter Kerr",2002,"Proof",12,55,3907,207276
"6127","Walter Kerr",2003,"Proof",1,66,5448,291473
"6128","Walter Kerr",2003,"Take Me Out",2,43.3333333333333,3190.33333333333,144890.333333333
"6129","Walter Kerr",2003,"Take Me Out",3,53,3887.4,193518.8
"6130","Walter Kerr",2003,"Take Me Out",4,53,3895.75,182542.25
"6131","Walter Kerr",2003,"Take Me Out",5,56.25,4142.5,205287.25
"6132","Walter Kerr",2003,"Take Me Out",6,74.4,5469.6,279026.6
"6133","Walter Kerr",2003,"Take Me Out",7,78.5,5793.5,305574.75
"6134","Walter Kerr",2003,"Take Me Out",8,75,5388.2,285320.6
"6135","Walter Kerr",2003,"Take Me Out",9,61.5,4525.5,220981.75
"6136","Walter Kerr",2003,"Take Me Out",10,65,4769,248100.5
"6137","Walter Kerr",2003,"Take Me Out",11,52.6,3874.2,206809.4
"6138","Walter Kerr",2003,"Take Me Out",12,45,3178,179199.75
"6139","Walter Kerr",2004,"Gem Of The Ocean",11,63,4113,194516
"6140","Walter Kerr",2004,"Gem Of The Ocean",12,62,4652,220188.75
"6141","Walter Kerr",2004,"Sixteen Wounded",3,32,2415,92197
"6142","Walter Kerr",2004,"Sixteen Wounded",4,37,2766.75,104296
"6143","Walter Kerr",2004,"Take Me Out",1,77,6378,351023
"6144","Walter Kerr",2005,"Doubt",3,78,5262.66666666667,300135.666666667
"6145","Walter Kerr",2005,"Doubt",4,82.5,6090.25,382493
"6146","Walter Kerr",2005,"Doubt",5,94,6958.4,470429.8
"6147","Walter Kerr",2005,"Doubt",6,97.5,7212.5,533889
"6148","Walter Kerr",2005,"Doubt",7,92.8,6869.8,532437.6
"6149","Walter Kerr",2005,"Doubt",8,84.5,6260,496059
"6150","Walter Kerr",2005,"Doubt",9,89.5,6595.75,488481
"6151","Walter Kerr",2005,"Doubt",10,96,7097.8,523459.2
"6152","Walter Kerr",2005,"Doubt",11,88.25,6509,484307.25
"6153","Walter Kerr",2005,"Doubt",12,79.25,5670,412604
"6154","Walter Kerr",2005,"Gem Of The Ocean",1,67.2,5049.4,241375.6
"6155","Walter Kerr",2005,"Gem Of The Ocean",2,84,6277,295381
"6156","Walter Kerr",2006,"Doubt",1,76.6,5826.4,432445.8
"6157","Walter Kerr",2006,"Doubt",2,66.5,4924.75,295522.5
"6158","Walter Kerr",2006,"Doubt",3,72.25,5342,303745.25
"6159","Walter Kerr",2006,"Doubt",4,66.2,4907.6,278322
"6160","Walter Kerr",2006,"Doubt",5,53,3914.75,220985.25
"6161","Walter Kerr",2006,"Doubt",6,55,4064.75,206980
"6162","Walter Kerr",2006,"Doubt",7,77,5662,270329
"6163","Walter Kerr",2006,"Grey Gardens",10,82.75,5432.75,360021.5
"6164","Walter Kerr",2006,"Grey Gardens",11,79.25,5836.75,455079.25
"6165","Walter Kerr",2006,"Grey Gardens",12,77.4,5708.8,483179.2
"6166","Walter Kerr",2007,"A Bronx Tale",10,69.75,3805.25,204294.75
"6167","Walter Kerr",2007,"A Bronx Tale",11,66,3524,228656
"6168","Walter Kerr",2007,"A Bronx Tale",12,58.6,4081.8,278275.8
"6169","Walter Kerr",2007,"Grey Gardens",1,75.25,5556.25,430194.5
"6170","Walter Kerr",2007,"Grey Gardens",2,74,5465.25,406856.25
"6171","Walter Kerr",2007,"Grey Gardens",3,67.5,4980.25,360493.75
"6172","Walter Kerr",2007,"Grey Gardens",4,60.8,4497.2,304127.4
"6173","Walter Kerr",2007,"Grey Gardens",5,62.25,4592,340641
"6174","Walter Kerr",2007,"Grey Gardens",6,79.5,5858.75,421032.5
"6175","Walter Kerr",2007,"Grey Gardens",7,90.2,6485.2,501834.4
"6176","Walter Kerr",2008,"A Bronx Tale",1,54.75,3750,273532.75
"6177","Walter Kerr",2008,"A Bronx Tale",2,61,4188.75,282042.75
"6178","Walter Kerr",2008,"A Catered Affair",3,88,5742,400926
"6179","Walter Kerr",2008,"A Catered Affair",4,76.5,5339.25,380484
"6180","Walter Kerr",2008,"A Catered Affair",5,80.75,6026.75,428555.75
"6181","Walter Kerr",2008,"A Catered Affair",6,69.4,5175.2,353701.8
"6182","Walter Kerr",2008,"A Catered Affair",7,62,4615,261919.75
"6183","Walter Kerr",2008,"The Seagull 08",9,75.5,5727,343524.5
"6184","Walter Kerr",2008,"The Seagull 08",10,87.25,6607.5,484744.25
"6185","Walter Kerr",2008,"The Seagull 08",11,80.4,6107.4,489474.8
"6186","Walter Kerr",2008,"The Seagull 08",12,76.6666666666667,5801.33333333333,452447
"6187","Walter Kerr",2009,"A Little Night Music",11,90,5859,754236
"6188","Walter Kerr",2009,"A Little Night Music",12,99.25,6909.25,850052.5
"6189","Walter Kerr",2009,"Irena'S Vow",3,56.3333333333333,4270,191252.666666667
"6190","Walter Kerr",2009,"Irena'S Vow",4,46,3479.75,177585.25
"6191","Walter Kerr",2009,"Irena'S Vow",5,45.8,3474.2,176658.2
"6192","Walter Kerr",2009,"Irena'S Vow",6,68.75,5207.75,225680.5
"6193","Walter Kerr",2010,"A Little Night Music",1,99.8,7435.4,957269.4
"6194","Walter Kerr",2010,"A Little Night Music",2,93,6916.5,779801
"6195","Walter Kerr",2010,"A Little Night Music",3,91.25,6808.75,815646.75
"6196","Walter Kerr",2010,"A Little Night Music",4,84.25,6281.5,615805.5
"6197","Walter Kerr",2010,"A Little Night Music",5,92.2,6879,797211.2
"6198","Walter Kerr",2010,"A Little Night Music",6,96.3333333333333,7172.33333333333,879996
"6199","Walter Kerr",2010,"A Little Night Music",7,81,6024,484981
"6200","Walter Kerr",2010,"A Little Night Music",8,89.8,6677.4,526577
"6201","Walter Kerr",2010,"A Little Night Music",9,89,6636.75,597714.25
"6202","Walter Kerr",2010,"A Little Night Music",10,87.6,6519.6,605356.2
"6203","Walter Kerr",2010,"A Little Night Music",11,74,5514.25,482490.5
"6204","Walter Kerr",2010,"A Little Night Music",12,71.75,5339.5,469740.5
"6205","Walter Kerr",2011,"A Little Night Music",1,94,7003.5,682704
"6206","Walter Kerr",2011,"Lysistrata Jones",11,77.3333333333333,3514,109247
"6207","Walter Kerr",2011,"Lysistrata Jones",12,61.25,4526,120538.75
"6208","Walter Kerr",2011,"The House Of Blue Leaves '11",4,97.6666666666667,6421,465543
"6209","Walter Kerr",2011,"The House Of Blue Leaves '11",5,91.6,6899.2,553852
"6210","Walter Kerr",2011,"The House Of Blue Leaves '11",6,69.5,5233.5,385458
"6211","Walter Kerr",2012,"Clybourne Park",4,78.4,5967.6,275034
"6212","Walter Kerr",2012,"Clybourne Park",5,78.5,5956.75,406078.5
"6213","Walter Kerr",2012,"Clybourne Park",6,75.5,5748.25,430021.5
"6214","Walter Kerr",2012,"Clybourne Park",7,73.2,5567.2,394168
"6215","Walter Kerr",2012,"Clybourne Park",8,72.75,5526.25,397664
"6216","Walter Kerr",2012,"Clybourne Park",9,87,6599,486336
"6217","Walter Kerr",2012,"Lysistrata Jones",1,66,5285.5,290638
"6218","Walter Kerr",2012,"The Heiress '12",10,88,5157.5,435773
"6219","Walter Kerr",2012,"The Heiress '12",11,76,5614.75,519462.75
"6220","Walter Kerr",2012,"The Heiress '12",12,64.2,5003.4,486574.6
"6221","Walter Kerr",2013,"A Gentleman'S Guide To Love And Murder",10,82,4893,311467
"6222","Walter Kerr",2013,"A Gentleman'S Guide To Love And Murder",11,82.5,5591,339764.5
"6223","Walter Kerr",2013,"A Gentleman'S Guide To Love And Murder",12,81.4,6085.4,591062
"6224","Walter Kerr",2013,"Forever Tango '13",7,78.6666666666667,5844.33333333333,404822.333333333
"6225","Walter Kerr",2013,"Forever Tango '13",8,64.75,4806.75,301579
"6226","Walter Kerr",2013,"Forever Tango '13",9,57,4219.66666666667,206861.666666667
"6227","Walter Kerr",2013,"The Heiress '12",1,77.75,5909.75,506649.5
"6228","Walter Kerr",2013,"The Heiress '12",2,96.5,6860,662021
"6229","Walter Kerr",2013,"The Testament Of Mary",3,71,3991,191134
"6230","Walter Kerr",2013,"The Testament Of Mary",4,82,5589,196831.5
"6231","Walter Kerr",2013,"The Testament Of Mary",5,81,6077,301343
"6232","Walter Kerr",2014,"A Gentleman'S Guide To Love And Murder",1,84.5,5924,524529.75
"6233","Walter Kerr",2014,"A Gentleman'S Guide To Love And Murder",2,75,5435.5,445442.75
"6234","Walter Kerr",2014,"A Gentleman'S Guide To Love And Murder",3,76.6,5549.6,431307.8
