"","Theatre","Show","Type","Date","Year","Month","Avg_Attendance","Avg_Gross","Avg_Capacity"
"12170","Lyceum","Is He Dead?","Play","2/24/08",2008,2,3906,182931,53
"12171","August Wilson","Jersey Boys","Musical","2/24/08",2008,2,9843,1134688,101
"12172","Palace","Legally Blonde","Musical","2/24/08",2008,2,10438,657708,77
"12173","Winter Garden","Mamma Mia!","Musical","2/24/08",2008,2,10516,759707,88
"12174","New Amsterdam","Mary Poppins","Musical","2/24/08",2008,2,11874,866201,83
"12175","Shubert","Monty Python'S Spamalot","Musical","2/24/08",2008,2,10127,726641,88
"12176","Ethel Barrymore","November","Play","2/24/08",2008,2,5816,426472,69
"12177","Belasco","Passing Strange","Musical","2/24/08",2008,2,1897,81740,24
"12178","Nederlander","Rent","Musical","2/24/08",2008,2,8516,463427,90
"12179","Jacobs","Rock 'N' Roll","Play","2/24/08",2008,2,4793,283812,56
"12180","Eugene O'Neill","Spring Awakening","Musical","2/24/08",2008,2,8125,550020,93
"12181","Studio 54","Sunday In The Park With George '08","Musical","2/24/08",2008,2,6458,350783,80
"12182","American Airlines","The 39 Steps","Play","2/24/08",2008,2,5183,274203,88
"12183","Broadway","The Color Purple","Musical","2/24/08",2008,2,12796,815612,93
"12184","Music Box","The Farnsworth Invention","Play","2/24/08",2008,2,4249,231866,53
"12185","Cort","The Homecoming 07","Play","2/24/08",2008,2,3691,190276,43
"12186","Minskoff","The Lion King","Musical","2/24/08",2008,2,11857,1103949,90
"12187","Lunt-Fontanne","The Little Mermaid","Musical","2/24/08",2008,2,12071,1128557,99
"12188","Majestic","The Phantom Of The Opera","Musical","2/24/08",2008,2,9880,677262,77
"12189","Booth","The Seafarer","Play","2/24/08",2008,2,4301,240954,68
"12190","Gershwin","Wicked","Musical","2/24/08",2008,2,14472,1507849,100
"12191","Helen Hayes","Xanadu","Musical","2/24/08",2008,2,3278,201788,69
"12192","Hilton Theatre","Young Frankenstein","Musical","2/24/08",2008,2,10000,1150000,68
"12193","Schoenfeld","A Chorus Line '06","Musical","3/2/08",2008,3,5167,303853,60
"12194","Imperial","August: Osage County","Play","3/2/08",2008,3,7289,520824,64
"12195","Golden","Avenue Q","Musical","3/2/08",2008,3,4842,281303,76
"12196","Broadhurst","Cat On A Hot Tin Roof 08","Play","3/2/08",2008,3,8545,621154,91
"12197","Ambassador","Chicago","Musical","3/2/08",2008,3,5227,345883,60
"12198","Biltmore","Come Back, Little Sheba","Play","3/2/08",2008,3,3900,222041,75
"12199","Al Hirschfeld","Curtains","Musical","3/2/08",2008,3,6649,457669,58
"12200","Brooks Atkinson","Grease 07","Musical","3/2/08",2008,3,7036,496458,82
"12201","Neil Simon","Hairspray","Musical","3/2/08",2008,3,8079,502689,71
"12202","Richard Rodgers","In The Heights","Musical","3/2/08",2008,3,8781,385305,82
"12203","Lyceum","Is He Dead?","Play","3/2/08",2008,3,3216,157190,44
"12204","August Wilson","Jersey Boys","Musical","3/2/08",2008,3,9304,1056150,95
"12205","Palace","Legally Blonde","Musical","3/2/08",2008,3,8153,493050,60
"12206","Winter Garden","Mamma Mia!","Musical","3/2/08",2008,3,8750,627264,73
"12207","New Amsterdam","Mary Poppins","Musical","3/2/08",2008,3,10582,717952,74
"12208","Shubert","Monty Python'S Spamalot","Musical","3/2/08",2008,3,8109,592130,70
"12209","Ethel Barrymore","November","Play","3/2/08",2008,3,5773,428021,68
"12210","Belasco","Passing Strange","Musical","3/2/08",2008,3,2199,118100,31
"12211","Nederlander","Rent","Musical","3/2/08",2008,3,7032,384286,74
"12212","Jacobs","Rock 'N' Roll","Play","3/2/08",2008,3,4580,292598,53
"12213","Vivian Beaumont","South Pacific","Musical","3/2/08",2008,3,1999,154065,95
"12214","Eugene O'Neill","Spring Awakening","Musical","3/2/08",2008,3,6700,460570,77
"12215","Studio 54","Sunday In The Park With George '08","Musical","3/2/08",2008,3,7505,419366,93
"12216","American Airlines","The 39 Steps","Play","3/2/08",2008,3,5237,273358,88
"12217","Music Box","The Farnsworth Invention","Play","3/2/08",2008,3,4503,251862,56
"12218","Cort","The Homecoming 07","Play","3/2/08",2008,3,3006,162456,35
"12219","Minskoff","The Lion King","Musical","3/2/08",2008,3,11583,972136,88
"12220","Lunt-Fontanne","The Little Mermaid","Musical","3/2/08",2008,3,9395,832619,77
"12221","Majestic","The Phantom Of The Opera","Musical","3/2/08",2008,3,9337,568008,73
"12222","Booth","The Seafarer","Play","3/2/08",2008,3,3744,214188,59
"12223","Gershwin","Wicked","Musical","3/2/08",2008,3,14472,1360610,100
"12224","Helen Hayes","Xanadu","Musical","3/2/08",2008,3,2651,162635,56
"12225","Hilton Theatre","Young Frankenstein","Musical","3/2/08",2008,3,9696,971000,66
"12226","Schoenfeld","A Chorus Line '06","Musical","3/9/08",2008,3,5321,326495,62
"12227","Imperial","August: Osage County","Play","3/9/08",2008,3,7580,537178,67
"12228","Golden","Avenue Q","Musical","3/9/08",2008,3,4579,284276,72
"12229","Broadhurst","Cat On A Hot Tin Roof 08","Play","3/9/08",2008,3,8207,613617,88
"12230","Ambassador","Chicago","Musical","3/9/08",2008,3,5690,375558,66
"12231","Biltmore","Come Back, Little Sheba","Play","3/9/08",2008,3,3662,205183,70
"12232","Al Hirschfeld","Curtains","Musical","3/9/08",2008,3,7012,482652,62
"12233","Brooks Atkinson","Grease 07","Musical","3/9/08",2008,3,7799,573962,91
"12234","St. James","Gypsy '08","Musical","3/9/08",2008,3,6242,383554,52
"12235","Neil Simon","Hairspray","Musical","3/9/08",2008,3,8657,530970,76
"12236","Richard Rodgers","In The Heights","Musical","3/9/08",2008,3,9601,362706,89
"12237","Lyceum","Is He Dead?","Play","3/9/08",2008,3,4313,217690,58
"12238","August Wilson","Jersey Boys","Musical","3/9/08",2008,3,9591,1082652,98
"12239","Palace","Legally Blonde","Musical","3/9/08",2008,3,8465,542019,63
"12240","Winter Garden","Mamma Mia!","Musical","3/9/08",2008,3,9546,693401,80
"12241","New Amsterdam","Mary Poppins","Musical","3/9/08",2008,3,11765,788480,82
"12242","Shubert","Monty Python'S Spamalot","Musical","3/9/08",2008,3,8623,636569,75
"12243","Ethel Barrymore","November","Play","3/9/08",2008,3,6892,459840,81
"12244","Belasco","Passing Strange","Musical","3/9/08",2008,3,3985,198876,50
"12245","Nederlander","Rent","Musical","3/9/08",2008,3,7381,419435,78
"12246","Jacobs","Rock 'N' Roll","Play","3/9/08",2008,3,5113,321412,60
"12247","Vivian Beaumont","South Pacific","Musical","3/9/08",2008,3,7575,535671,91
"12248","Eugene O'Neill","Spring Awakening","Musical","3/9/08",2008,3,7606,533384,87
"12249","Studio 54","Sunday In The Park With George '08","Musical","3/9/08",2008,3,7421,420457,92
"12250","American Airlines","The 39 Steps","Play","3/9/08",2008,3,5173,270816,89
"12251","Cort","The Homecoming 07","Play","3/9/08",2008,3,3643,184822,42
"12252","Minskoff","The Lion King","Musical","3/9/08",2008,3,11802,979546,89
"12253","Lunt-Fontanne","The Little Mermaid","Musical","3/9/08",2008,3,9456,843802,78
"12254","Majestic","The Phantom Of The Opera","Musical","3/9/08",2008,3,9837,607914,77
"12255","Booth","The Seafarer","Play","3/9/08",2008,3,3919,216724,62
"12256","Gershwin","Wicked","Musical","3/9/08",2008,3,14152,1378638,98
"12257","Helen Hayes","Xanadu","Musical","3/9/08",2008,3,2682,175833,56
"12258","Hilton Theatre","Young Frankenstein","Musical","3/9/08",2008,3,10007,975000,68
"12259","Schoenfeld","A Chorus Line '06","Musical","3/16/08",2008,3,6025,374578,70
"12260","Imperial","August: Osage County","Play","3/16/08",2008,3,6549,453605,58
"12261","Golden","Avenue Q","Musical","3/16/08",2008,3,5185,340095,81
"12262","Broadhurst","Cat On A Hot Tin Roof 08","Play","3/16/08",2008,3,9232,699605,99
"12263","Ambassador","Chicago","Musical","3/16/08",2008,3,7272,478439,84
"12264","Biltmore","Come Back, Little Sheba","Play","3/16/08",2008,3,4430,244702,85
"12265","Marquis","Cry Baby","Musical","3/16/08",2008,3,1611,69652,100
"12266","Al Hirschfeld","Curtains","Musical","3/16/08",2008,3,8526,556398,75
"12267","Brooks Atkinson","Grease 07","Musical","3/16/08",2008,3,7997,635844,93
"12268","St. James","Gypsy '08","Musical","3/16/08",2008,3,9229,536861,68
"12269","Neil Simon","Hairspray","Musical","3/16/08",2008,3,10561,652745,92
"12270","Richard Rodgers","In The Heights","Musical","3/16/08",2008,3,8503,467783,79
"12271","August Wilson","Jersey Boys","Musical","3/16/08",2008,3,9809,1140524,100
"12272","Palace","Legally Blonde","Musical","3/16/08",2008,3,10592,676540,78
"12273","Winter Garden","Mamma Mia!","Musical","3/16/08",2008,3,10747,798906,90
"12274","New Amsterdam","Mary Poppins","Musical","3/16/08",2008,3,13512,949300,94
"12275","Shubert","Monty Python'S Spamalot","Musical","3/16/08",2008,3,10565,797267,92
"12276","Ethel Barrymore","November","Play","3/16/08",2008,3,7136,503678,84
"12277","Belasco","Passing Strange","Musical","3/16/08",2008,3,4434,225643,56
"12278","Nederlander","Rent","Musical","3/16/08",2008,3,8956,527080,95
"12279","Vivian Beaumont","South Pacific","Musical","3/16/08",2008,3,8106,579322,97
"12280","Eugene O'Neill","Spring Awakening","Musical","3/16/08",2008,3,8074,567183,93
"12281","Studio 54","Sunday In The Park With George '08","Musical","3/16/08",2008,3,7527,421787,94
"12282","American Airlines","The 39 Steps","Play","3/16/08",2008,3,5498,279460,96
"12283","Cort","The Homecoming 07","Play","3/16/08",2008,3,3614,183460,42
"12284","Minskoff","The Lion King","Musical","3/16/08",2008,3,12947,1166716,98
"12285","Lunt-Fontanne","The Little Mermaid","Musical","3/16/08",2008,3,11112,955992,92
"12286","Majestic","The Phantom Of The Opera","Musical","3/16/08",2008,3,11994,742967,93
"12287","Booth","The Seafarer","Play","3/16/08",2008,3,4217,232524,67
"12288","Gershwin","Wicked","Musical","3/16/08",2008,3,14472,1456447,100
"12289","Helen Hayes","Xanadu","Musical","3/16/08",2008,3,3053,191826,64
"12290","Hilton Theatre","Young Frankenstein","Musical","3/16/08",2008,3,11837,1130000,81
"12291","Schoenfeld","A Chorus Line '06","Musical","3/23/08",2008,3,7896,526573,92
"12292","Imperial","August: Osage County","Play","3/23/08",2008,3,7115,479145,63
"12293","Golden","Avenue Q","Musical","3/23/08",2008,3,6058,421559,95
"12294","Broadhurst","Cat On A Hot Tin Roof 08","Play","3/23/08",2008,3,9405,741607,101
"12295","Ambassador","Chicago","Musical","3/23/08",2008,3,8614,669592,100
"12296","Marquis","Cry Baby","Musical","3/23/08",2008,3,10047,332999,80
"12297","Al Hirschfeld","Curtains","Musical","3/23/08",2008,3,10032,672887,88
"12298","Brooks Atkinson","Grease 07","Musical","3/23/08",2008,3,8578,780477,100
"12299","St. James","Gypsy '08","Musical","3/23/08",2008,3,11175,652477,82
"12300","Neil Simon","Hairspray","Musical","3/23/08",2008,3,11470,917832,100
"12301","Richard Rodgers","In The Heights","Musical","3/23/08",2008,3,8413,601455,78
"12302","August Wilson","Jersey Boys","Musical","3/23/08",2008,3,9840,1116266,101
"12303","Palace","Legally Blonde","Musical","3/23/08",2008,3,12531,857369,93
"12304","Winter Garden","Mamma Mia!","Musical","3/23/08",2008,3,12111,1001740,101
"12305","New Amsterdam","Mary Poppins","Musical","3/23/08",2008,3,14368,1162183,100
"12306","Shubert","Monty Python'S Spamalot","Musical","3/23/08",2008,3,11491,917273,100
"12307","Ethel Barrymore","November","Play","3/23/08",2008,3,7141,504388,84
"12308","Belasco","Passing Strange","Musical","3/23/08",2008,3,6287,313560,79
"12309","Nederlander","Rent","Musical","3/23/08",2008,3,9518,582350,101
"12310","Vivian Beaumont","South Pacific","Musical","3/23/08",2008,3,7903,551704,95
"12311","Eugene O'Neill","Spring Awakening","Musical","3/23/08",2008,3,8652,665600,99
"12312","Studio 54","Sunday In The Park With George '08","Musical","3/23/08",2008,3,7665,445601,96
"12313","American Airlines","The 39 Steps","Play","3/23/08",2008,3,5385,290469,94
"12314","Cort","The Homecoming 07","Play","3/23/08",2008,3,3223,162990,37
"12315","Minskoff","The Lion King","Musical","3/23/08",2008,3,13235,1323304,100
"12316","Lunt-Fontanne","The Little Mermaid","Musical","3/23/08",2008,3,12234,1186297,101
"12317","Majestic","The Phantom Of The Opera","Musical","3/23/08",2008,3,12969,907943,101
"12318","Booth","The Seafarer","Play","3/23/08",2008,3,4374,250880,69
"12319","Gershwin","Wicked","Musical","3/23/08",2008,3,14472,1503737,100
"12320","Helen Hayes","Xanadu","Musical","3/23/08",2008,3,3883,249676,81
"12321","Hilton Theatre","Young Frankenstein","Musical","3/23/08",2008,3,13879,1130000,95
"12322","Walter Kerr","A Catered Affair","Musical","3/30/08",2008,3,5742,400926,88
"12323","Schoenfeld","A Chorus Line '06","Musical","3/30/08",2008,3,8012,511919,94
"12324","Imperial","August: Osage County","Play","3/30/08",2008,3,7550,516943,67
"12325","Golden","Avenue Q","Musical","3/30/08",2008,3,5855,414520,92
"12326","Broadhurst","Cat On A Hot Tin Roof 08","Play","3/30/08",2008,3,9394,772458,101
"12327","Ambassador","Chicago","Musical","3/30/08",2008,3,7885,590282,91
"12328","Marquis","Cry Baby","Musical","3/30/08",2008,3,9536,333082,76
"12329","Al Hirschfeld","Curtains","Musical","3/30/08",2008,3,11030,775617,97
"12330","Brooks Atkinson","Grease 07","Musical","3/30/08",2008,3,8422,732385,98
"12331","St. James","Gypsy '08","Musical","3/30/08",2008,3,10511,655557,77
"12332","Neil Simon","Hairspray","Musical","3/30/08",2008,3,11496,793593,101
"12333","Richard Rodgers","In The Heights","Musical","3/30/08",2008,3,9023,656731,84
"12334","August Wilson","Jersey Boys","Musical","3/30/08",2008,3,9850,1160319,101
"12335","Palace","Legally Blonde","Musical","3/30/08",2008,3,12058,844515,89
"12336","Lyceum","Macbeth 08","Play","3/30/08",2008,3,2098,176719,77
"12337","Winter Garden","Mamma Mia!","Musical","3/30/08",2008,3,11979,926474,100
"12338","New Amsterdam","Mary Poppins","Musical","3/30/08",2008,3,14229,1052316,99
"12339","Shubert","Monty Python'S Spamalot","Musical","3/30/08",2008,3,11162,900668,97
"12340","Ethel Barrymore","November","Play","3/30/08",2008,3,7170,513101,85
"12341","Belasco","Passing Strange","Musical","3/30/08",2008,3,6446,326734,81
"12342","Nederlander","Rent","Musical","3/30/08",2008,3,8846,598573,94
"12343","Vivian Beaumont","South Pacific","Musical","3/30/08",2008,3,7821,528077,94
"12344","Eugene O'Neill","Spring Awakening","Musical","3/30/08",2008,3,8607,662557,99
"12345","Studio 54","Sunday In The Park With George '08","Musical","3/30/08",2008,3,7850,442841,98
"12346","American Airlines","The 39 Steps","Play","3/30/08",2008,3,4824,267735,93
"12347","Cort","The Homecoming 07","Play","3/30/08",2008,3,3310,178676,38
"12348","Minskoff","The Lion King","Musical","3/30/08",2008,3,13223,1250226,100
"12349","Lunt-Fontanne","The Little Mermaid","Musical","3/30/08",2008,3,12244,1178998,101
"12350","Majestic","The Phantom Of The Opera","Musical","3/30/08",2008,3,12961,863806,101
"12351","Booth","The Seafarer","Play","3/30/08",2008,3,5072,322073,80
"12352","Gershwin","Wicked","Musical","3/30/08",2008,3,14472,1544646,100
"12353","Helen Hayes","Xanadu","Musical","3/30/08",2008,3,3891,263325,82
"12354","Hilton Theatre","Young Frankenstein","Musical","3/30/08",2008,3,14135,1370000,97
"12355","Walter Kerr","A Catered Affair","Musical","4/6/08",2008,4,5308,384265,81
"12356","Schoenfeld","A Chorus Line '06","Musical","4/6/08",2008,4,5229,320644,61
"12357","Imperial","August: Osage County","Play","4/6/08",2008,4,6389,445061,56
"12358","Golden","Avenue Q","Musical","4/6/08",2008,4,4900,298019,77
"12359","Broadhurst","Cat On A Hot Tin Roof 08","Play","4/6/08",2008,4,8346,681697,89
"12360","Ambassador","Chicago","Musical","4/6/08",2008,4,6989,455184,81
"12361","Marquis","Cry Baby","Musical","4/6/08",2008,4,7159,237718,57
"12362","Al Hirschfeld","Curtains","Musical","4/6/08",2008,4,7292,503852,64
"12363","Brooks Atkinson","Grease 07","Musical","4/6/08",2008,4,7758,629878,90
"12364","St. James","Gypsy '08","Musical","4/6/08",2008,4,11433,771967,84
"12365","Neil Simon","Hairspray","Musical","4/6/08",2008,4,10816,680782,95
"12366","Richard Rodgers","In The Heights","Musical","4/6/08",2008,4,6881,430654,73
"12367","August Wilson","Jersey Boys","Musical","4/6/08",2008,4,9806,1139505,100
"12368","Palace","Legally Blonde","Musical","4/6/08",2008,4,9832,658223,73
"12369","Lyceum","Macbeth 08","Play","4/6/08",2008,4,5557,371601,76
"12370","Winter Garden","Mamma Mia!","Musical","4/6/08",2008,4,10857,834761,91
"12371","New Amsterdam","Mary Poppins","Musical","4/6/08",2008,4,13077,900231,91
"12372","Shubert","Monty Python'S Spamalot","Musical","4/6/08",2008,4,9762,743430,85
"12373","Ethel Barrymore","November","Play","4/6/08",2008,4,5609,400243,66
"12374","Belasco","Passing Strange","Musical","4/6/08",2008,4,4319,218912,54
"12375","Nederlander","Rent","Musical","4/6/08",2008,4,7190,451048,76
"12376","Vivian Beaumont","South Pacific","Musical","4/6/08",2008,4,7361,578037,88
"12377","Eugene O'Neill","Spring Awakening","Musical","4/6/08",2008,4,6212,455604,71
"12378","Studio 54","Sunday In The Park With George '08","Musical","4/6/08",2008,4,7341,401486,91
"12379","Jacobs","The Country Girl","Play","4/6/08",2008,4,2580,203468,78
"12380","Cort","The Homecoming 07","Play","4/6/08",2008,4,3347,178910,39
"12381","Minskoff","The Lion King","Musical","4/6/08",2008,4,13116,1197762,99
"12382","Lunt-Fontanne","The Little Mermaid","Musical","4/6/08",2008,4,10758,957360,89
"12383","Majestic","The Phantom Of The Opera","Musical","4/6/08",2008,4,11824,747885,92
"12384","Gershwin","Wicked","Musical","4/6/08",2008,4,14472,1501041,100
"12385","Helen Hayes","Xanadu","Musical","4/6/08",2008,4,2580,165593,54
"12386","Hilton Theatre","Young Frankenstein","Musical","4/6/08",2008,4,10524,941000,72
"12387","Walter Kerr","A Catered Affair","Musical","4/13/08",2008,4,5294,371887,81
"12388","Schoenfeld","A Chorus Line '06","Musical","4/13/08",2008,4,4748,299744,56
"12389","Imperial","August: Osage County","Play","4/13/08",2008,4,6700,480327,59
"12390","Golden","Avenue Q","Musical","4/13/08",2008,4,4463,281329,70
"12391","Broadhurst","Cat On A Hot Tin Roof 08","Play","4/13/08",2008,4,8616,710501,92
"12392","Ambassador","Chicago","Musical","4/13/08",2008,4,6875,453218,80
"12393","Marquis","Cry Baby","Musical","4/13/08",2008,4,7826,278943,63
"12394","Al Hirschfeld","Curtains","Musical","4/13/08",2008,4,6381,392312,56
"12395","Brooks Atkinson","Grease 07","Musical","4/13/08",2008,4,7806,647073,91
"12396","St. James","Gypsy '08","Musical","4/13/08",2008,4,11725,821446,86
"12397","Neil Simon","Hairspray","Musical","4/13/08",2008,4,10795,710766,94
"12398","Richard Rodgers","In The Heights","Musical","4/13/08",2008,4,7435,488233,69
"12399","August Wilson","Jersey Boys","Musical","4/13/08",2008,4,9832,1131348,101
