,Year,Month,Week,Total Weekly Gross,Show Title,Theatre,Avg. Ticket Price,Seats Sold,Seats in Theatre
36923,2013,September,14,210053.0,Forever Tango,Walter Kerr Theatre,44.47,4724,928
36924,2013,September,14,804982.0,Jersey Boys,August Wilson Theatre,94.45,8523,1228
36925,2013,September,14,1683060.0,Kinky Boots,Al Hirschfeld Theatre,146.89,11458,1424
36926,2013,September,14,385586.0,Let It Be,St. James Theatre,55.62,6933,1683
36927,2013,September,14,773583.0,Mamma Mia!,Broadhurst Theatre,85.77,9019,1498
36928,2013,September,14,1335417.0,Matilda The Musical,Sam S. Shubert Theatre,115.72,11540,1432
36929,2013,September,14,1428092.0,Motown The Musical,Lunt-Fontanne Theatre,121.98,11708,1507
36930,2013,September,14,802255.0,Newsies,Nederlander Theatre,88.25,9091,1185
36931,2013,September,14,688789.0,Once,Bernard B. Jacobs Theatre,90.8,7586,1059
36932,2013,September,14,990567.0,Pippin,Music Box Theatre,126.9,7806,990
36933,2013,September,14,388406.0,Rock of Ages,Helen Hayes Theatre,91.03,4267,583
36934,2013,September,14,489143.0,Romeo and Juliet,Richard Rodgers Theatre,74.94,6527,1319
36935,2013,September,14,171977.0,Soul Doctor,Circle in the Square Theatre,41.86,4108,702
36936,2013,September,14,969849.0,Spider-Man Turn Off the Dark,Foxwoods Theatre,91.25,10628,1930
36937,2013,September,14,1745146.0,The Book of Mormon,Eugene O'Neill Theatre,199.4,8752,1066
36938,2013,September,14,1818423.0,The Lion King,Minskoff Theatre,134.63,13507,1700
36939,2013,September,14,958454.0,The Phantom of the Opera,Majestic Theatre,86.16,11124,1605
36940,2013,September,14,565669.0,The Trip to Bountiful,Stephen Sondheim Theatre,93.02,6081,1063
36941,2013,September,14,1692789.0,Wicked,Gershwin Theatre,128.54,13169,1809
36942,2013,September,15,595536.0,Annie,Palace Theatre,70.06,8500,1421
36943,2013,September,15,383543.0,Big Fish,Neil Simon Theatre,69.48,5520,1367
36944,2013,September,15,587646.0,Chicago,Ambassador Theatre,80.72,7280,1080
36945,2013,September,15,686831.0,Cinderella,Broadway Theatre,80.19,8565,1751
36946,2013,September,15,349853.0,First Date,Longacre Theatre,58.26,6005,1069
36947,2013,September,15,190462.0,Forever Tango,Walter Kerr Theatre,49.14,3876,928
36948,2013,September,15,785299.0,Jersey Boys,August Wilson Theatre,93.21,8425,1228
36949,2013,September,15,1507607.0,Kinky Boots,Al Hirschfeld Theatre,134.46,11212,1424
36950,2013,September,15,726845.0,Mamma Mia!,Broadhurst Theatre,81.43,8926,1498
36951,2013,September,15,1099556.0,Matilda The Musical,Sam S. Shubert Theatre,108.84,10102,1432
36952,2013,September,15,1277120.0,Motown The Musical,Lunt-Fontanne Theatre,118.26,10799,1507
36953,2013,September,15,666148.0,Newsies,Nederlander Theatre,84.73,7862,1185
36954,2013,September,15,592222.0,Once,Bernard B. Jacobs Theatre,89.69,6603,1059
36955,2013,September,15,802535.0,Pippin,Music Box Theatre,116.83,6869,990
36956,2013,September,15,358542.0,Rock of Ages,Helen Hayes Theatre,84.32,4252,583
36957,2013,September,15,442142.0,Romeo and Juliet,Richard Rodgers Theatre,71.0,6227,1319
36958,2013,September,15,110717.0,Soul Doctor,Circle in the Square Theatre,31.5,3515,702
36959,2013,September,15,790714.0,Spider-Man Turn Off the Dark,Foxwoods Theatre,82.1,9631,1583
36960,2013,September,15,1692289.0,The Book of Mormon,Eugene O'Neill Theatre,193.36,8752,1066
36961,2013,September,15,318952.0,The Glass Menagerie,Booth Theatre,82.91,3847,778
36962,2013,September,15,1680327.0,The Lion King,Minskoff Theatre,124.28,13520,1700
36963,2013,September,15,894516.0,The Phantom of the Opera,Majestic Theatre,79.34,11275,1605
36964,2013,September,15,461684.0,The Trip to Bountiful,Stephen Sondheim Theatre,81.34,5676,1063
36965,2013,September,15,1373885.0,Wicked,Gershwin Theatre,103.0,13339,1809
36966,2013,September,16,467612.0,Annie,Palace Theatre,67.37,6941,1421
36967,2013,September,16,582583.0,Big Fish,Neil Simon Theatre,65.93,8836,1367
36968,2013,September,16,618659.0,Chicago,Ambassador Theatre,79.45,7787,1080
36969,2013,September,16,650464.0,Cinderella,Broadway Theatre,79.69,8162,1751
36970,2013,September,16,340514.0,First Date,Longacre Theatre,57.31,5942,1069
36971,2013,September,16,220070.0,Forever Tango,Walter Kerr Theatre,54.22,4059,928
36972,2013,September,16,847978.0,Jersey Boys,August Wilson Theatre,96.2,8815,1228
36973,2013,September,16,1529670.0,Kinky Boots,Al Hirschfeld Theatre,135.51,11288,1424
36974,2013,September,16,716290.0,Mamma Mia!,Broadhurst Theatre,80.61,8886,1498
36975,2013,September,16,1041882.0,Matilda The Musical,Sam S. Shubert Theatre,99.37,10485,1432
36976,2013,September,16,1241903.0,Motown The Musical,Lunt-Fontanne Theatre,118.55,10476,1507
36977,2013,September,16,454268.0,Newsies,Nederlander Theatre,87.51,5191,1185
36978,2013,September,16,653560.0,Once,Bernard B. Jacobs Theatre,91.78,7121,1059
36979,2013,September,16,843779.0,Pippin,Music Box Theatre,111.01,7601,990
36980,2013,September,16,368747.0,Rock of Ages,Helen Hayes Theatre,82.42,4474,583
36981,2013,September,16,471807.0,Romeo and Juliet,Richard Rodgers Theatre,58.9,8010,1319
36982,2013,September,16,97659.0,Soul Doctor,Circle in the Square Theatre,35.69,2736,702
36983,2013,September,16,731212.0,Spider-Man Turn Off the Dark,Foxwoods Theatre,76.01,9620,1583
36984,2013,September,16,1691518.0,The Book of Mormon,Eugene O'Neill Theatre,193.27,8752,1066
36985,2013,September,16,465685.0,The Glass Menagerie,Booth Theatre,81.93,5684,778
36986,2013,September,16,1697637.0,The Lion King,Minskoff Theatre,126.61,13408,1700
36987,2013,September,16,898375.0,The Phantom of the Opera,Majestic Theatre,76.24,11783,1605
36988,2013,September,16,471537.0,The Trip to Bountiful,Stephen Sondheim Theatre,85.66,5505,1063
36989,2013,September,16,1452909.0,Wicked,Gershwin Theatre,103.82,13995,1809
36990,2013,September,17,144461.0,A Night With Janis Joplin,Lyceum Theatre,77.83,1856,682
36991,2013,September,17,412001.0,Annie,Palace Theatre,77.04,5348,1421
36992,2013,September,17,690188.0,Big Fish,Neil Simon Theatre,71.26,9685,1367
36993,2013,September,17,603095.0,Chicago,Ambassador Theatre,82.13,7343,1080
36994,2013,September,17,624567.0,Cinderella,Broadway Theatre,83.51,7479,1751
36995,2013,September,17,358225.0,First Date,Longacre Theatre,63.16,5672,1069
36996,2013,September,17,876545.0,Jersey Boys,August Wilson Theatre,102.69,8536,1228
36997,2013,September,17,1584027.0,Kinky Boots,Al Hirschfeld Theatre,137.98,11480,1424
36998,2013,September,17,775756.0,Mamma Mia!,Broadhurst Theatre,85.68,9054,1498
36999,2013,September,17,1171253.0,Matilda The Musical,Sam S. Shubert Theatre,106.32,11016,1432
37000,2013,September,17,1425653.0,Motown The Musical,Lunt-Fontanne Theatre,120.4,11841,1507
37001,2013,September,17,630288.0,Newsies,Nederlander Theatre,80.14,7865,1185
37002,2013,September,17,660873.0,Once,Bernard B. Jacobs Theatre,96.13,6875,1059
37003,2013,September,17,962677.0,Pippin,Music Box Theatre,120.21,8008,990
37004,2013,September,17,376048.0,Rock of Ages,Helen Hayes Theatre,90.42,4159,583
37005,2013,September,17,471441.0,Romeo and Juliet,Richard Rodgers Theatre,62.9,7495,1319
37006,2013,September,17,143750.0,Soul Doctor,Circle in the Square Theatre,39.47,3642,702
37007,2013,September,17,718957.0,Spider-Man Turn Off the Dark,Foxwoods Theatre,74.25,9683,1583
37008,2013,September,17,1759612.0,The Book of Mormon,Eugene O'Neill Theatre,201.05,8752,1066
37009,2013,September,17,424420.0,The Glass Menagerie,Booth Theatre,87.89,4829,778
37010,2013,September,17,1743149.0,The Lion King,Minskoff Theatre,129.43,13468,1700
37011,2013,September,17,896703.0,The Phantom of the Opera,Majestic Theatre,82.5,10869,1605
37012,2013,September,17,483907.0,The Trip to Bountiful,Stephen Sondheim Theatre,95.8,5051,1063
37013,2013,September,17,88627.0,The Winslow Boy,American Airlines Theatre,37.52,2362,740
37014,2013,September,17,1471059.0,Wicked,Gershwin Theatre,113.27,12987,1809
37015,2013,September,18,271564.0,A Night With Janis Joplin,Lyceum Theatre,62.11,4372,674
37016,2013,September,18,54952.0,A Time to Kill,John Golden Theatre,70.81,776,802
37017,2013,September,18,441059.0,Annie,Palace Theatre,69.79,6320,1421
37018,2013,September,18,736722.0,Big Fish,Neil Simon Theatre,73.32,10048,1367
37019,2013,September,18,540459.0,Chicago,Ambassador Theatre,80.51,6713,1080
37020,2013,September,18,615987.0,Cinderella,Broadway Theatre,80.11,7689,1751
37021,2013,September,18,306593.0,First Date,Longacre Theatre,64.76,4734,1069
37022,2013,September,18,861977.0,Jersey Boys,August Wilson Theatre,101.04,8531,1228
37023,2013,September,18,1604362.0,Kinky Boots,Al Hirschfeld Theatre,139.75,11480,1424
37024,2013,September,18,725606.0,Mamma Mia!,Broadhurst Theatre,83.52,8688,1498
37025,2013,September,18,1148640.0,Matilda The Musical,Sam S. Shubert Theatre,104.3,11013,1432
37026,2013,September,18,1384216.0,Motown The Musical,Lunt-Fontanne Theatre,119.02,11630,1507
37027,2013,September,18,663518.0,Newsies,Nederlander Theatre,83.78,7920,1185
37028,2013,September,18,653267.0,Once,Bernard B. Jacobs Theatre,98.65,6622,1059
37029,2013,September,18,888583.0,Pippin,Music Box Theatre,114.45,7764,990
37030,2013,September,18,377822.0,Rock of Ages,Helen Hayes Theatre,88.71,4259,583
37031,2013,September,18,450894.0,Romeo and Juliet,Richard Rodgers Theatre,74.78,6030,1319
37032,2013,September,18,134027.0,Soul Doctor,Circle in the Square Theatre,41.3,3245,702
37033,2013,September,18,621960.0,Spider-Man Turn Off the Dark,Foxwoods Theatre,69.49,8950,1583
37034,2013,September,18,1699204.0,The Book of Mormon,Eugene O'Neill Theatre,194.15,8752,1066
37035,2013,September,18,511429.0,The Glass Menagerie,Booth Theatre,86.8,5892,778
37036,2013,September,18,1710914.0,The Lion King,Minskoff Theatre,125.93,13586,1700
37037,2013,September,18,848934.0,The Phantom of the Opera,Majestic Theatre,80.57,10536,1605
37038,2013,September,18,566482.0,The Trip to Bountiful,Stephen Sondheim Theatre,98.19,5769,1063
37039,2013,September,18,166477.0,The Winslow Boy,American Airlines Theatre,45.44,3664,740
37040,2013,September,18,1467774.0,Wicked,Gershwin Theatre,113.58,12923,1809
37041,2013,October,19,281871.0,A Night With Janis Joplin,Lyceum Theatre,61.88,4555,674
37042,2013,October,19,215552.0,A Time to Kill,John Golden Theatre,56.96,3784,802
37043,2013,October,19,478876.0,Annie,Palace Theatre,74.98,6387,1421
37044,2013,October,19,1100818.0,Betrayal,Ethel Barrymore Theatre,149.34,7371,1053
37045,2013,October,19,643550.0,Big Fish,Neil Simon Theatre,61.68,10434,1367
37046,2013,October,19,555450.0,Chicago,Ambassador Theatre,80.05,6939,1080
37047,2013,October,19,639996.0,Cinderella,Broadway Theatre,81.83,7821,1751
37048,2013,October,19,324767.0,First Date,Longacre Theatre,60.03,5410,1069
37049,2013,October,19,889467.0,Jersey Boys,August Wilson Theatre,104.31,8527,1228
37050,2013,October,19,1629721.0,Kinky Boots,Al Hirschfeld Theatre,142.1,11469,1424
37051,2013,October,19,768298.0,Mamma Mia!,Broadhurst Theatre,85.42,8994,1498
37052,2013,October,19,1170047.0,Matilda The Musical,Sam S. Shubert Theatre,104.0,11250,1432
37053,2013,October,19,1394785.0,Motown The Musical,Lunt-Fontanne Theatre,119.93,11630,1507
37054,2013,October,19,676380.0,Newsies,Nederlander Theatre,85.93,7871,1185
37055,2013,October,19,672833.0,Once,Bernard B. Jacobs Theatre,100.68,6683,1059
37056,2013,October,19,894252.0,Pippin,Music Box Theatre,117.94,7582,990
37057,2013,October,19,391241.0,Rock of Ages,Helen Hayes Theatre,90.33,4331,583
37058,2013,October,19,366705.0,Romeo and Juliet,Richard Rodgers Theatre,71.79,5108,1319
37059,2013,October,19,111912.0,Soul Doctor,Circle in the Square Theatre,29.08,3849,702
37060,2013,October,19,654748.0,Spider-Man Turn Off the Dark,Foxwoods Theatre,69.71,9392,1583
37061,2013,October,19,1760259.0,The Book of Mormon,Eugene O'Neill Theatre,201.13,8752,1066
37062,2013,October,19,641797.0,The Glass Menagerie,Booth Theatre,104.15,6162,778
37063,2013,October,19,1722720.0,The Lion King,Minskoff Theatre,129.66,13287,1700
37064,2013,October,19,850637.0,The Phantom of the Opera,Majestic Theatre,80.92,10512,1605
37065,2013,October,19,200041.0,The Snow Geese,Samuel J. Friedman Theatre,54.2,3691,650
37066,2013,October,19,673002.0,The Trip to Bountiful,Stephen Sondheim Theatre,103.95,6474,1063
37067,2013,October,19,169325.0,The Winslow Boy,American Airlines Theatre,47.95,3531,740
37068,2013,October,19,1543608.0,Wicked,Gershwin Theatre,115.82,13328,1809
37069,2013,October,20,353070.0,A Night With Janis Joplin,Lyceum Theatre,70.29,5023,674
37070,2013,October,20,278494.0,A Time to Kill,John Golden Theatre,50.97,5464,802
37071,2013,October,20,735228.0,Annie,Palace Theatre,80.07,9182,1421
37072,2013,October,20,1112027.0,Betrayal,Ethel Barrymore Theatre,150.87,7371,1053
37073,2013,October,20,856110.0,Big Fish,Neil Simon Theatre,84.66,10112,1411
37074,2013,October,20,684614.0,Chicago,Ambassador Theatre,86.0,7961,1080
37075,2013,October,20,842893.0,Cinderella,Broadway Theatre,84.59,9964,1751
37076,2013,October,20,448331.0,First Date,Longacre Theatre,68.35,6559,1069
37077,2013,October,20,980494.0,Jersey Boys,August Wilson Theatre,110.64,8862,1228
37078,2013,October,20,1810202.0,Kinky Boots,Al Hirschfeld Theatre,157.68,11480,1424
37079,2013,October,20,900507.0,Mamma Mia!,Broadhurst Theatre,89.81,10027,1498
37080,2013,October,20,1430085.0,Matilda The Musical,Sam S. Shubert Theatre,124.37,11499,1432
37081,2013,October,20,1488380.0,Motown The Musical,Lunt-Fontanne Theatre,122.76,12124,1507
37082,2013,October,20,843620.0,Newsies,Nederlander Theatre,91.72,9198,1185
37083,2013,October,20,798203.0,Once,Bernard B. Jacobs Theatre,103.77,7692,1059
37084,2013,October,20,989455.0,Pippin,Music Box Theatre,123.57,8007,990
37085,2013,October,20,399628.0,Rock of Ages,Helen Hayes Theatre,97.71,4090,583
37086,2013,October,20,470744.0,Romeo and Juliet,Richard Rodgers Theatre,80.72,5832,1319
37087,2013,October,20,128256.0,Soul Doctor,Circle in the Square Theatre,30.52,4202,702
37088,2013,October,20,956929.0,Spider-Man Turn Off the Dark,Foxwoods Theatre,85.11,11243,1583
37089,2013,October,20,1844539.0,The Book of Mormon,Eugene O'Neill Theatre,210.76,8752,1066
37090,2013,October,20,724363.0,The Glass Menagerie,Booth Theatre,114.49,6327,778
37091,2013,October,20,1885054.0,The Lion King,Minskoff Theatre,138.58,13603,1700
37092,2013,October,20,1023947.0,The Phantom of the Opera,Majestic Theatre,85.43,11986,1605
37093,2013,October,20,236863.0,The Snow Geese,Samuel J. Friedman Theatre,58.77,4030,650
37094,2013,October,20,317826.0,The Trip to Bountiful,Stephen Sondheim Theatre,100.96,3148,1063
37095,2013,October,20,199512.0,The Winslow Boy,American Airlines Theatre,47.14,4232,740
37096,2013,October,20,1874654.0,Wicked,Gershwin Theatre,129.91,14430,1809
37097,2013,October,21,397767.0,A Night With Janis Joplin,Lyceum Theatre,79.87,4980,674
37098,2013,October,21,250779.0,A Time to Kill,John Golden Theatre,44.32,5659,802
37099,2013,October,21,235823.0,After Midnight,Brooks Atkinson Theatre,79.45,2968,1014
37100,2013,October,21,708039.0,Annie,Palace Theatre,77.15,9177,1421
37101,2013,October,21,1250565.0,Betrayal,Ethel Barrymore Theatre,148.45,8424,1053
37102,2013,October,21,841498.0,Big Fish,Neil Simon Theatre,86.75,9700,1411
37103,2013,October,21,648594.0,Chicago,Ambassador Theatre,84.66,7661,1080
37104,2013,October,21,789856.0,Cinderella,Broadway Theatre,80.94,9758,1751
37105,2013,October,21,411385.0,First Date,Longacre Theatre,65.67,6264,1069
37106,2013,October,21,967800.0,Jersey Boys,August Wilson Theatre,106.22,9111,1228
37107,2013,October,21,1669794.0,Kinky Boots,Al Hirschfeld Theatre,145.43,11482,1424
37108,2013,October,21,894941.0,Mamma Mia!,Broadhurst Theatre,88.93,10063,1498
37109,2013,October,21,1278480.0,Matilda The Musical,Sam S. Shubert Theatre,118.67,10773,1432
37110,2013,October,21,1464583.0,Motown The Musical,Lunt-Fontanne Theatre,120.71,12133,1507
37111,2013,October,21,803577.0,Newsies,Nederlander Theatre,88.87,9042,1185
37112,2013,October,21,745326.0,Once,Bernard B. Jacobs Theatre,103.29,7216,1059
37113,2013,October,21,957303.0,Pippin,Music Box Theatre,120.72,7930,990
37114,2013,October,21,406072.0,Rock of Ages,Helen Hayes Theatre,90.97,4464,583
37115,2013,October,21,447953.0,Romeo and Juliet,Richard Rodgers Theatre,79.72,5619,1319
37116,2013,October,21,856976.0,Spider-Man Turn Off the Dark,Foxwoods Theatre,80.08,10701,1583
37117,2013,October,21,1767297.0,The Book of Mormon,Eugene O'Neill Theatre,201.93,8752,1066
37118,2013,October,21,722255.0,The Glass Menagerie,Booth Theatre,114.66,6299,778
37119,2013,October,21,1804890.0,The Lion King,Minskoff Theatre,134.11,13458,1700
37120,2013,October,21,1044707.0,The Phantom of the Opera,Majestic Theatre,87.68,11915,1605
37121,2013,October,21,280700.0,The Snow Geese,Samuel J. Friedman Theatre,57.45,4886,650
37122,2013,October,21,203093.0,The Winslow Boy,American Airlines Theatre,41.77,4862,740
37123,2013,October,21,468429.0,Twelfth Night / Richard III,Belasco Theatre,76.43,6129,1051
37124,2013,October,21,1719816.0,Wicked,Gershwin Theatre,120.64,14256,1809
37125,2013,October,22,311467.0,A Gentleman's Guide to Love and Murder,Walter Kerr Theatre,63.66,4893,849
37126,2013,October,22,433141.0,A Night With Janis Joplin,Lyceum Theatre,84.22,5143,761
37127,2013,October,22,247168.0,A Time to Kill,John Golden Theatre,61.64,4010,802
37128,2013,October,22,431132.0,After Midnight,Brooks Atkinson Theatre,57.34,7519,1014
37129,2013,October,22,654875.0,Annie,Palace Theatre,73.37,8926,1421
37130,2013,October,22,1103682.0,Betrayal,Ethel Barrymore Theatre,131.02,8424,1053
37131,2013,October,22,751326.0,Big Fish,Neil Simon Theatre,84.7,8870,1411
37132,2013,October,22,625630.0,Chicago,Ambassador Theatre,81.5,7676,1080
37133,2013,October,22,715196.0,Cinderella,Broadway Theatre,77.23,9261,1751
37134,2013,October,22,352833.0,First Date,Longacre Theatre,66.28,5323,1069
37135,2013,October,22,869462.0,Jersey Boys,August Wilson Theatre,102.68,8468,1228
37136,2013,October,22,1651626.0,Kinky Boots,Al Hirschfeld Theatre,144.01,11469,1424
37137,2013,October,22,196181.0,Macbeth,Vivian Beaumont Theater,72.18,2718,1047
37138,2013,October,22,1176019.0,Matilda The Musical,Sam S. Shubert Theatre,103.92,11317,1432
37139,2013,October,22,1425902.0,Motown The Musical,Lunt-Fontanne Theatre,121.97,11691,1507
37140,2013,October,22,784099.0,Newsies,Nederlander Theatre,88.07,8903,1185
37141,2013,October,22,202787.0,No Man's Land / Waiting for Godot,Cort Theatre,102.11,1986,1073
37142,2013,October,22,703982.0,Once,Bernard B. Jacobs Theatre,101.54,6933,1059
37143,2013,October,22,904108.0,Pippin,Music Box Theatre,117.45,7698,990
37144,2013,October,22,393636.0,Rock of Ages,Helen Hayes Theatre,90.1,4369,583
37145,2013,October,22,363076.0,Romeo and Juliet,Richard Rodgers Theatre,82.86,4382,1319
37146,2013,October,22,789538.0,Spider-Man Turn Off the Dark,Foxwoods Theatre,75.72,10427,1583
37147,2013,October,22,1733532.0,The Book of Mormon,Eugene O'Neill Theatre,198.07,8752,1066
37148,2013,October,22,734661.0,The Glass Menagerie,Booth Theatre,116.52,6305,778
37149,2013,October,22,1798361.0,The Lion King,Minskoff Theatre,132.5,13573,1700
37150,2013,October,22,960578.0,The Phantom of the Opera,Majestic Theatre,83.07,11564,1605
37151,2013,October,22,251343.0,The Snow Geese,Samuel J. Friedman Theatre,51.59,4872,650
37152,2013,October,22,230058.0,The Winslow Boy,American Airlines Theatre,59.97,3836,740
37153,2013,October,22,669342.0,Twelfth Night / Richard III,Belasco Theatre,82.2,8143,1051
37154,2013,October,22,1693555.0,Wicked,Gershwin Theatre,118.28,14318,1809
37155,2013,November,23,308207.0,A Gentleman's Guide to Love and Murder,Walter Kerr Theatre,56.22,5482,849
37156,2013,November,23,388662.0,A Night With Janis Joplin,Lyceum Theatre,82.41,4716,761
37157,2013,November,23,215431.0,A Time to Kill,John Golden Theatre,60.62,3554,802
37158,2013,November,23,371312.0,After Midnight,Brooks Atkinson Theatre,46.5,7986,1014
37159,2013,November,23,534060.0,Annie,Palace Theatre,73.19,7297,1421
37160,2013,November,23,1277952.0,Betrayal,Ethel Barrymore Theatre,151.7,8424,1053
37161,2013,November,23,647165.0,Big Fish,Neil Simon Theatre,83.17,7781,1411
37162,2013,November,23,536601.0,Chicago,Ambassador Theatre,81.49,6585,1080
37163,2013,November,23,682960.0,Cinderella,Broadway Theatre,78.16,8738,1751
37164,2013,November,23,281538.0,First Date,Longacre Theatre,60.64,4643,1069
