,Year,Month,Week,Total Weekly Gross,Show Title,Theatre,Avg. Ticket Price,Seats Sold,Seats in Theatre
36610,2013,June,1,823535.0,Newsies,Nederlander Theatre,89.94,9157,1185
36611,2013,June,1,612008.0,Nice Work If You Can Get It,Imperial Theatre,81.63,7497,1439
36612,2013,June,1,744723.0,Once,Bernard B. Jacobs Theatre,102.13,7292,1059
36613,2013,June,1,888684.0,Pippin,Music Box Theatre,117.09,7590,990
36614,2013,June,1,377408.0,Rock of Ages,Helen Hayes Theatre,93.12,4053,583
36615,2013,June,1,1040596.0,Spider-Man Turn Off the Dark,Foxwoods Theatre,83.31,12491,1930
36616,2013,June,1,373576.0,The Assembled Parties,Samuel J. Friedman Theatre,79.81,4681,650
36617,2013,June,1,256480.0,The Big Knife,American Airlines Theatre,56.31,4555,740
36618,2013,June,1,1742062.0,The Book of Mormon,Eugene O'Neill Theatre,199.05,8752,1066
36619,2013,June,1,1870584.0,The Lion King,Minskoff Theatre,138.12,13543,1700
36620,2013,June,1,439070.0,The Nance,Lyceum Theatre,79.33,5535,916
36621,2013,June,1,1100715.0,The Phantom of the Opera,Majestic Theatre,87.6,12565,1605
36622,2013,June,1,415088.0,The Trip to Bountiful,Stephen Sondheim Theatre,84.3,4924,1063
36623,2013,June,1,524082.0,Vanya and Sonia and Masha and Spike,John Golden Theatre,92.28,5679,787
36624,2013,June,1,1776282.0,Wicked,Gershwin Theatre,127.36,13947,1809
36625,2013,June,2,227618.0,Ann,Vivian Beaumont Theater,57.0,3993,1113
36626,2013,June,2,892876.0,Annie,Palace Theatre,80.57,11082,1708
36627,2013,June,2,551149.0,Chicago,Ambassador Theatre,79.66,6919,1080
36628,2013,June,2,888246.0,Cinderella,Broadway Theatre,88.48,10039,1751
36629,2013,June,2,791577.0,I'll Eat You Last: A Chat With Sue Mengers,Booth Theatre,145.89,5426,777
36630,2013,June,2,859329.0,Jersey Boys,August Wilson Theatre,102.19,8409,1228
36631,2013,June,2,1411574.0,Kinky Boots,Al Hirschfeld Theatre,123.43,11436,1424
36632,2013,June,2,1361346.0,Lucky Guy,Broadhurst Theatre,141.25,9638,1182
36633,2013,June,2,303522.0,Macbeth,Ethel Barrymore Theatre,77.27,3928,1042
36634,2013,June,2,718464.0,Mamma Mia!,Broadhurst Theatre,85.14,8439,1498
36635,2013,June,2,1138232.0,Matilda The Musical,Sam S. Shubert Theatre,99.35,11457,1432
36636,2013,June,2,1395663.0,Motown The Musical,Lunt-Fontanne Theatre,114.97,12139,1507
36637,2013,June,2,867823.0,Newsies,Nederlander Theatre,92.99,9332,1185
36638,2013,June,2,591160.0,Nice Work If You Can Get It,Imperial Theatre,81.08,7291,1439
36639,2013,June,2,782041.0,Once,Bernard B. Jacobs Theatre,102.08,7661,1059
36640,2013,June,2,931349.0,Pippin,Music Box Theatre,117.68,7914,990
36641,2013,June,2,386047.0,Rock of Ages,Helen Hayes Theatre,92.98,4152,583
36642,2013,June,2,1034228.0,Spider-Man Turn Off the Dark,Foxwoods Theatre,83.39,12403,1930
36643,2013,June,2,347250.0,The Assembled Parties,Samuel J. Friedman Theatre,79.12,4389,650
36644,2013,June,2,1727367.0,The Book of Mormon,Eugene O'Neill Theatre,197.37,8752,1066
36645,2013,June,2,1868936.0,The Lion King,Minskoff Theatre,138.31,13513,1700
36646,2013,June,2,501724.0,The Nance,Lyceum Theatre,85.56,5864,916
36647,2013,June,2,1010069.0,The Phantom of the Opera,Majestic Theatre,85.78,11775,1605
36648,2013,June,2,450484.0,The Trip to Bountiful,Stephen Sondheim Theatre,88.28,5103,1063
36649,2013,June,2,553053.0,Vanya and Sonia and Masha and Spike,John Golden Theatre,98.43,5619,787
36650,2013,June,2,1770507.0,Wicked,Gershwin Theatre,135.83,13035,1809
36651,2013,June,3,185623.0,Ann,Vivian Beaumont Theater,56.2,3303,1113
36652,2013,June,3,962027.0,Annie,Palace Theatre,85.8,11212,1708
36653,2013,June,3,605002.0,Chicago,Ambassador Theatre,80.77,7490,1080
36654,2013,June,3,1059352.0,Cinderella,Broadway Theatre,93.81,11292,1751
36655,2013,June,3,854203.0,I'll Eat You Last: A Chat With Sue Mengers,Booth Theatre,141.42,6040,777
36656,2013,June,3,845630.0,Jersey Boys,August Wilson Theatre,98.4,8594,1228
36657,2013,June,3,1474349.0,Kinky Boots,Al Hirschfeld Theatre,128.25,11496,1424
36658,2013,June,3,1367394.0,Lucky Guy,Broadhurst Theatre,143.09,9556,1182
36659,2013,June,3,264066.0,Macbeth,Ethel Barrymore Theatre,75.62,3492,1042
36660,2013,June,3,816487.0,Mamma Mia!,Broadhurst Theatre,87.31,9352,1498
36661,2013,June,3,1184104.0,Matilda The Musical,Sam S. Shubert Theatre,103.36,11456,1432
36662,2013,June,3,1441448.0,Motown The Musical,Lunt-Fontanne Theatre,118.72,12142,1507
36663,2013,June,3,908475.0,Newsies,Nederlander Theatre,95.8,9483,1185
36664,2013,June,3,740170.0,Nice Work If You Can Get It,Imperial Theatre,83.02,8916,1439
36665,2013,June,3,780999.0,Once,Bernard B. Jacobs Theatre,100.85,7744,1059
36666,2013,June,3,1009392.0,Pippin,Music Box Theatre,125.66,8033,990
36667,2013,June,3,400236.0,Rock of Ages,Helen Hayes Theatre,91.84,4358,583
36668,2013,June,3,1217333.0,Spider-Man Turn Off the Dark,Foxwoods Theatre,88.34,13780,1930
36669,2013,June,3,366549.0,The Assembled Parties,Samuel J. Friedman Theatre,81.27,4510,650
36670,2013,June,3,1721966.0,The Book of Mormon,Eugene O'Neill Theatre,196.75,8752,1066
36671,2013,June,3,1951428.0,The Lion King,Minskoff Theatre,143.61,13588,1700
36672,2013,June,3,520067.0,The Nance,Lyceum Theatre,86.81,5991,916
36673,2013,June,3,1097933.0,The Phantom of the Opera,Majestic Theatre,86.93,12630,1605
36674,2013,June,3,492591.0,The Trip to Bountiful,Stephen Sondheim Theatre,94.67,5203,1063
36675,2013,June,3,654304.0,Vanya and Sonia and Masha and Spike,John Golden Theatre,107.62,6080,787
36676,2013,June,3,1849045.0,Wicked,Gershwin Theatre,138.63,13338,1809
36677,2013,June,4,236292.0,Ann,Vivian Beaumont Theater,59.47,3973,1113
36678,2013,June,4,1088083.0,Annie,Palace Theatre,88.04,12359,1708
36679,2013,June,4,634270.0,Chicago,Ambassador Theatre,81.58,7775,1080
36680,2013,June,4,1134164.0,Cinderella,Broadway Theatre,95.56,11869,1751
36681,2013,June,4,890276.0,I'll Eat You Last: A Chat With Sue Mengers,Booth Theatre,142.28,6257,777
36682,2013,June,4,916167.0,Jersey Boys,August Wilson Theatre,101.21,9052,1228
36683,2013,June,4,1503541.0,Kinky Boots,Al Hirschfeld Theatre,130.97,11480,1424
36684,2013,June,4,634205.0,Lucky Guy,Broadhurst Theatre,137.3,4619,1182
36685,2013,June,4,300188.0,Macbeth,Ethel Barrymore Theatre,71.63,4191,1042
36686,2013,June,4,887248.0,Mamma Mia!,Broadhurst Theatre,89.34,9931,1498
36687,2013,June,4,1222026.0,Matilda The Musical,Sam S. Shubert Theatre,106.67,11456,1432
36688,2013,June,4,1443867.0,Motown The Musical,Lunt-Fontanne Theatre,118.82,12152,1507
36689,2013,June,4,929144.0,Newsies,Nederlander Theatre,96.82,9597,1185
36690,2013,June,4,832092.0,Once,Bernard B. Jacobs Theatre,102.37,8128,1059
36691,2013,June,4,1038619.0,Pippin,Music Box Theatre,129.2,8039,990
36692,2013,June,4,421556.0,Rock of Ages,Helen Hayes Theatre,93.22,4522,583
36693,2013,June,4,1180826.0,Spider-Man Turn Off the Dark,Foxwoods Theatre,94.0,12562,1930
36694,2013,June,4,320137.0,The Assembled Parties,Samuel J. Friedman Theatre,75.15,4260,650
36695,2013,June,4,1743062.0,The Book of Mormon,Eugene O'Neill Theatre,199.16,8752,1066
36696,2013,June,4,1963852.0,The Lion King,Minskoff Theatre,144.38,13602,1700
36697,2013,June,4,437989.0,The Nance,Lyceum Theatre,91.06,4810,916
36698,2013,June,4,1103158.0,The Phantom of the Opera,Majestic Theatre,89.09,12383,1605
36699,2013,June,4,503688.0,The Trip to Bountiful,Stephen Sondheim Theatre,93.6,5381,1063
36700,2013,June,4,711012.0,Vanya and Sonia and Masha and Spike,John Golden Theatre,114.59,6205,787
36701,2013,June,4,2041391.0,Wicked,Gershwin Theatre,135.25,15093,1809
36702,2013,June,5,347934.0,Ann,Vivian Beaumont Theater,64.02,5435,1113
36703,2013,June,5,1112304.0,Annie,Palace Theatre,88.46,12574,1708
36704,2013,June,5,653577.0,Chicago,Ambassador Theatre,80.32,8137,1080
36705,2013,June,5,1223648.0,Cinderella,Broadway Theatre,96.26,12712,1751
36706,2013,June,5,810174.0,I'll Eat You Last: A Chat With Sue Mengers,Booth Theatre,145.64,5563,777
36707,2013,June,5,901107.0,Jersey Boys,August Wilson Theatre,100.42,8973,1228
36708,2013,June,5,1528261.0,Kinky Boots,Al Hirschfeld Theatre,133.12,11480,1424
36709,2013,June,5,1364021.0,Lucky Guy,Broadhurst Theatre,142.03,9604,1182
36710,2013,June,5,323920.0,Macbeth,Ethel Barrymore Theatre,76.31,4245,1042
36711,2013,June,5,932345.0,Mamma Mia!,Broadhurst Theatre,88.21,10570,1498
36712,2013,June,5,1222047.0,Matilda The Musical,Sam S. Shubert Theatre,106.64,11459,1432
36713,2013,June,5,1447785.0,Motown The Musical,Lunt-Fontanne Theatre,119.16,12150,1507
36714,2013,June,5,901970.0,Newsies,Nederlander Theatre,93.93,9603,1185
36715,2013,June,5,844954.0,Once,Bernard B. Jacobs Theatre,102.78,8221,1059
36716,2013,June,5,1067517.0,Pippin,Music Box Theatre,133.44,8000,990
36717,2013,June,5,415042.0,Rock of Ages,Helen Hayes Theatre,94.48,4393,583
36718,2013,June,5,1186764.0,Spider-Man Turn Off the Dark,Foxwoods Theatre,94.78,12521,1930
36719,2013,June,5,320426.0,The Assembled Parties,Samuel J. Friedman Theatre,75.09,4267,650
36720,2013,June,5,1736027.0,The Book of Mormon,Eugene O'Neill Theatre,198.36,8752,1066
36721,2013,June,5,1971393.0,The Lion King,Minskoff Theatre,144.91,13604,1700
36722,2013,June,5,390725.0,The Nance,Lyceum Theatre,87.1,4486,916
36723,2013,June,5,1124860.0,The Phantom of the Opera,Majestic Theatre,89.56,12560,1605
36724,2013,June,5,493900.0,The Trip to Bountiful,Stephen Sondheim Theatre,92.42,5344,1063
36725,2013,June,5,691532.0,Vanya and Sonia and Masha and Spike,John Golden Theatre,114.49,6040,787
36726,2013,June,5,1985154.0,Wicked,Gershwin Theatre,142.47,13934,1809
36727,2013,July,6,1069807.0,Annie,Palace Theatre,85.99,12441,1708
36728,2013,July,6,697184.0,Chicago,Ambassador Theatre,85.92,8114,1080
36729,2013,July,6,1049049.0,Cinderella,Broadway Theatre,91.93,11411,1751
36730,2013,July,6,852703.0,Jersey Boys,August Wilson Theatre,94.73,9001,1228
36731,2013,July,6,1611599.0,Kinky Boots,Al Hirschfeld Theatre,140.38,11480,1424
36732,2013,July,6,661829.0,Lucky Guy,Broadhurst Theatre,137.37,4818,1182
36733,2013,July,6,292722.0,Macbeth,Ethel Barrymore Theatre,71.85,4074,1042
36734,2013,July,6,954657.0,Mamma Mia!,Broadhurst Theatre,90.6,10537,1498
36735,2013,July,6,1307168.0,Matilda The Musical,Sam S. Shubert Theatre,114.11,11455,1432
36736,2013,July,6,1500580.0,Motown The Musical,Lunt-Fontanne Theatre,123.59,12142,1507
36737,2013,July,6,889992.0,Newsies,Nederlander Theatre,92.52,9619,1185
36738,2013,July,6,739280.0,Once,Bernard B. Jacobs Theatre,95.19,7766,1059
36739,2013,July,6,1035398.0,Pippin,Music Box Theatre,129.25,8011,990
36740,2013,July,6,400512.0,Rock of Ages,Helen Hayes Theatre,93.86,4267,583
36741,2013,July,6,1295190.0,Spider-Man Turn Off the Dark,Foxwoods Theatre,100.94,12831,1930
36742,2013,July,6,292368.0,The Assembled Parties,Samuel J. Friedman Theatre,66.86,4373,650
36743,2013,July,6,1684525.0,The Book of Mormon,Eugene O'Neill Theatre,192.47,8752,1066
36744,2013,July,6,2028471.0,The Lion King,Minskoff Theatre,149.12,13603,1700
36745,2013,July,6,360241.0,The Nance,Lyceum Theatre,69.57,5178,916
36746,2013,July,6,1158635.0,The Phantom of the Opera,Majestic Theatre,90.46,12808,1605
36747,2013,July,6,448887.0,The Trip to Bountiful,Stephen Sondheim Theatre,81.03,5540,1063
36748,2013,July,6,621093.0,Vanya and Sonia and Masha and Spike,John Golden Theatre,105.88,5866,787
36749,2013,July,6,1893488.0,Wicked,Gershwin Theatre,134.38,14090,1809
36750,2013,July,7,1131833.0,Annie,Palace Theatre,88.38,12807,1708
36751,2013,July,7,668609.0,Chicago,Ambassador Theatre,82.59,8096,1080
36752,2013,July,7,1066168.0,Cinderella,Broadway Theatre,95.02,11220,1751
36753,2013,July,7,408245.0,First Date,Longacre Theatre,52.23,7817,1069
36754,2013,July,7,300253.0,Forever Tango,Walter Kerr Theatre,48.96,6133,928
36755,2013,July,7,816847.0,Jersey Boys,August Wilson Theatre,97.64,8366,1228
36756,2013,July,7,1567997.0,Kinky Boots,Al Hirschfeld Theatre,136.59,11480,1424
36757,2013,July,7,389845.0,Macbeth,Ethel Barrymore Theatre,77.86,5007,1042
36758,2013,July,7,930816.0,Mamma Mia!,Broadhurst Theatre,86.54,10756,1498
36759,2013,July,7,1271034.0,Matilda The Musical,Sam S. Shubert Theatre,110.38,11515,1432
36760,2013,July,7,1456066.0,Motown The Musical,Lunt-Fontanne Theatre,119.89,12145,1507
36761,2013,July,7,923780.0,Newsies,Nederlander Theatre,97.13,9511,1185
36762,2013,July,7,737291.0,Once,Bernard B. Jacobs Theatre,94.57,7796,1059
36763,2013,July,7,1044078.0,Pippin,Music Box Theatre,130.23,8017,990
36764,2013,July,7,421964.0,Rock of Ages,Helen Hayes Theatre,96.19,4387,583
36765,2013,July,7,1304956.0,Spider-Man Turn Off the Dark,Foxwoods Theatre,97.5,13384,1930
36766,2013,July,7,249052.0,The Assembled Parties,Samuel J. Friedman Theatre,61.39,4057,650
36767,2013,July,7,1926077.0,The Book of Mormon,Eugene O'Neill Theatre,195.62,9846,1066
36768,2013,July,7,2070492.0,The Lion King,Minskoff Theatre,153.12,13522,1700
36769,2013,July,7,350925.0,The Nance,Lyceum Theatre,83.51,4202,916
36770,2013,July,7,1101647.0,The Phantom of the Opera,Majestic Theatre,88.65,12427,1605
36771,2013,July,7,400813.0,The Trip to Bountiful,Stephen Sondheim Theatre,85.85,4669,1063
36772,2013,July,7,665076.0,Vanya and Sonia and Masha and Spike,John Golden Theatre,115.44,5761,787
36773,2013,July,7,1986489.0,Wicked,Gershwin Theatre,132.39,15005,1809
36774,2013,July,8,956255.0,Annie,Palace Theatre,83.08,11510,1708
36775,2013,July,8,679103.0,Chicago,Ambassador Theatre,82.25,8257,1080
36776,2013,July,8,1135743.0,Cinderella,Broadway Theatre,96.69,11746,1751
36777,2013,July,8,350122.0,First Date,Longacre Theatre,46.11,7594,1069
36778,2013,July,8,430325.0,Forever Tango,Walter Kerr Theatre,79.09,5441,928
36779,2013,July,8,858871.0,Jersey Boys,August Wilson Theatre,98.58,8712,1228
36780,2013,July,8,1604272.0,Kinky Boots,Al Hirschfeld Theatre,139.75,11480,1424
36781,2013,July,8,399319.0,Let It Be,St. James Theatre,41.9,9530,1683
36782,2013,July,8,951216.0,Mamma Mia!,Broadhurst Theatre,90.18,10548,1498
36783,2013,July,8,1288941.0,Matilda The Musical,Sam S. Shubert Theatre,111.7,11539,1432
36784,2013,July,8,1478595.0,Motown The Musical,Lunt-Fontanne Theatre,121.84,12135,1507
36785,2013,July,8,959947.0,Newsies,Nederlander Theatre,100.77,9526,1185
36786,2013,July,8,779508.0,Once,Bernard B. Jacobs Theatre,97.21,8019,1059
36787,2013,July,8,1037961.0,Pippin,Music Box Theatre,129.32,8026,990
36788,2013,July,8,423004.0,Rock of Ages,Helen Hayes Theatre,97.85,4323,583
36789,2013,July,8,109750.0,Soul Doctor,Circle in the Square Theatre,36.71,2990,698
36790,2013,July,8,1277702.0,Spider-Man Turn Off the Dark,Foxwoods Theatre,98.38,12987,1930
36791,2013,July,8,285154.0,The Assembled Parties,Samuel J. Friedman Theatre,66.22,4306,650
36792,2013,July,8,1749550.0,The Book of Mormon,Eugene O'Neill Theatre,199.9,8752,1066
36793,2013,July,8,2316189.0,The Lion King,Minskoff Theatre,152.52,15186,1700
36794,2013,July,8,380778.0,The Nance,Lyceum Theatre,75.82,5022,916
36795,2013,July,8,1147544.0,The Phantom of the Opera,Majestic Theatre,90.77,12642,1605
36796,2013,July,8,423827.0,The Trip to Bountiful,Stephen Sondheim Theatre,83.86,5054,1063
36797,2013,July,8,683857.0,Vanya and Sonia and Masha and Spike,John Golden Theatre,115.91,5900,787
36798,2013,July,8,1907228.0,Wicked,Gershwin Theatre,136.14,14009,1809
36799,2013,July,9,968295.0,Annie,Palace Theatre,83.39,11612,1708
36800,2013,July,9,723859.0,Chicago,Ambassador Theatre,82.71,8752,1080
36801,2013,July,9,1110515.0,Cinderella,Broadway Theatre,94.81,11713,1751
36802,2013,July,9,443723.0,First Date,Longacre Theatre,57.74,7685,1069
36803,2013,July,9,483889.0,Forever Tango,Walter Kerr Theatre,81.2,5959,928
36804,2013,July,9,892625.0,Jersey Boys,August Wilson Theatre,96.88,9214,1228
36805,2013,July,9,1612845.0,Kinky Boots,Al Hirschfeld Theatre,140.49,11480,1424
36806,2013,July,9,369391.0,Let It Be,St. James Theatre,46.39,7962,1683
36807,2013,July,9,965481.0,Mamma Mia!,Broadhurst Theatre,88.82,10870,1498
36808,2013,July,9,1280729.0,Matilda The Musical,Sam S. Shubert Theatre,110.96,11542,1432
36809,2013,July,9,1483470.0,Motown The Musical,Lunt-Fontanne Theatre,122.28,12132,1507
36810,2013,July,9,953590.0,Newsies,Nederlander Theatre,99.87,9548,1185
36811,2013,July,9,790372.0,Once,Bernard B. Jacobs Theatre,97.18,8133,1059
36812,2013,July,9,1079397.0,Pippin,Music Box Theatre,134.56,8022,990
36813,2013,July,9,425397.0,Rock of Ages,Helen Hayes Theatre,94.91,4482,583
36814,2013,July,9,152026.0,Soul Doctor,Circle in the Square Theatre,34.87,4360,698
36815,2013,July,9,1395940.0,Spider-Man Turn Off the Dark,Foxwoods Theatre,99.2,14072,1930
36816,2013,July,9,361826.0,The Assembled Parties,Samuel J. Friedman Theatre,75.07,4820,650
36817,2013,July,9,1738664.0,The Book of Mormon,Eugene O'Neill Theatre,198.66,8752,1066
36818,2013,July,9,2155758.0,The Lion King,Minskoff Theatre,158.45,13605,1700
36819,2013,July,9,363658.0,The Nance,Lyceum Theatre,73.11,4974,916
36820,2013,July,9,1173574.0,The Phantom of the Opera,Majestic Theatre,91.86,12775,1605
36821,2013,July,9,449395.0,The Trip to Bountiful,Stephen Sondheim Theatre,77.87,5771,1063
36822,2013,July,9,706215.0,Vanya and Sonia and Masha and Spike,John Golden Theatre,116.36,6069,787
36823,2013,July,9,2088425.0,Wicked,Gershwin Theatre,133.33,15664,1809
36824,2013,August,10,942089.0,Annie,Palace Theatre,83.75,11249,1708
36825,2013,August,10,695084.0,Chicago,Ambassador Theatre,83.22,8352,1080
36826,2013,August,10,1077805.0,Cinderella,Broadway Theatre,94.21,11440,1751
36827,2013,August,10,430115.0,First Date,Longacre Theatre,55.52,7747,1069
36828,2013,August,10,332317.0,Forever Tango,Walter Kerr Theatre,66.46,5000,928
36829,2013,August,10,834861.0,Jersey Boys,August Wilson Theatre,96.62,8641,1228
36830,2013,August,10,1636476.0,Kinky Boots,Al Hirschfeld Theatre,142.53,11482,1424
36831,2013,August,10,377941.0,Let It Be,St. James Theatre,53.31,7090,1683
36832,2013,August,10,937040.0,Mamma Mia!,Broadhurst Theatre,87.04,10766,1498
36833,2013,August,10,1286980.0,Matilda The Musical,Sam S. Shubert Theatre,111.5,11542,1432
36834,2013,August,10,1423791.0,Motown The Musical,Lunt-Fontanne Theatre,120.54,11812,1507
36835,2013,August,10,965025.0,Newsies,Nederlander Theatre,100.77,9577,1185
36836,2013,August,10,786155.0,Once,Bernard B. Jacobs Theatre,99.83,7875,1059
36837,2013,August,10,1043942.0,Pippin,Music Box Theatre,131.1,7963,990
36838,2013,August,10,406126.0,Rock of Ages,Helen Hayes Theatre,93.17,4359,583
36839,2013,August,10,195120.0,Soul Doctor,Circle in the Square Theatre,43.05,4532,698
36840,2013,August,10,1295262.0,Spider-Man Turn Off the Dark,Foxwoods Theatre,99.81,12977,1930
36841,2013,August,10,1730668.0,The Book of Mormon,Eugene O'Neill Theatre,197.75,8752,1066
36842,2013,August,10,2145484.0,The Lion King,Minskoff Theatre,157.71,13604,1700
36843,2013,August,10,352327.0,The Nance,Lyceum Theatre,71.44,4932,916
36844,2013,August,10,1182528.0,The Phantom of the Opera,Majestic Theatre,92.83,12739,1605
36845,2013,August,10,475842.0,The Trip to Bountiful,Stephen Sondheim Theatre,86.06,5529,1063
36846,2013,August,10,569705.0,Vanya and Sonia and Masha and Spike,John Golden Theatre,106.53,5348,787
36847,2013,August,10,1880559.0,Wicked,Gershwin Theatre,134.73,13958,1809
36848,2013,August,11,907382.0,Annie,Palace Theatre,82.24,11033,1708
36849,2013,August,11,728309.0,Chicago,Ambassador Theatre,84.61,8608,1080
36850,2013,August,11,1091550.0,Cinderella,Broadway Theatre,95.1,11478,1751
36851,2013,August,11,416131.0,First Date,Longacre Theatre,58.09,7163,1069
36852,2013,August,11,384407.0,Forever Tango,Walter Kerr Theatre,73.7,5216,928
36853,2013,August,11,855282.0,Jersey Boys,August Wilson Theatre,96.08,8902,1228
36854,2013,August,11,1632911.0,Kinky Boots,Al Hirschfeld Theatre,142.24,11480,1424
36855,2013,August,11,365570.0,Let It Be,St. James Theatre,63.25,5780,1683
36856,2013,August,11,1002632.0,Mamma Mia!,Broadhurst Theatre,90.31,11102,1498
36857,2013,August,11,1313384.0,Matilda The Musical,Sam S. Shubert Theatre,113.83,11538,1432
36858,2013,August,11,1476600.0,Motown The Musical,Lunt-Fontanne Theatre,121.77,12126,1507
36859,2013,August,11,958460.0,Newsies,Nederlander Theatre,100.86,9503,1185
36860,2013,August,11,762161.0,Once,Bernard B. Jacobs Theatre,99.86,7632,1059
36861,2013,August,11,1057057.0,Pippin,Music Box Theatre,131.75,8023,990
36862,2013,August,11,407743.0,Rock of Ages,Helen Hayes Theatre,94.74,4304,583
36863,2013,August,11,197157.0,Soul Doctor,Circle in the Square Theatre,40.87,4824,698
36864,2013,August,11,1106734.0,Spider-Man Turn Off the Dark,Foxwoods Theatre,95.63,11573,1930
36865,2013,August,11,1747273.0,The Book of Mormon,Eugene O'Neill Theatre,199.64,8752,1066
36866,2013,August,11,2149242.0,The Lion King,Minskoff Theatre,157.97,13605,1700
36867,2013,August,11,444605.0,The Nance,Lyceum Theatre,74.75,5948,916
36868,2013,August,11,1232628.0,The Phantom of the Opera,Majestic Theatre,95.01,12973,1605
36869,2013,August,11,489212.0,The Trip to Bountiful,Stephen Sondheim Theatre,84.36,5799,1063
36870,2013,August,11,556185.0,Vanya and Sonia and Masha and Spike,John Golden Theatre,103.48,5375,787
36871,2013,August,11,2053281.0,Wicked,Gershwin Theatre,131.5,15614,1809
36872,2013,August,12,806640.0,Annie,Palace Theatre,80.87,9975,1708
36873,2013,August,12,678773.0,Chicago,Ambassador Theatre,82.25,8253,1080
36874,2013,August,12,980547.0,Cinderella,Broadway Theatre,95.98,10216,1751
36875,2013,August,12,424227.0,First Date,Longacre Theatre,61.65,6881,1069
36876,2013,August,12,282884.0,Forever Tango,Walter Kerr Theatre,58.86,4806,928
36877,2013,August,12,812903.0,Jersey Boys,August Wilson Theatre,93.08,8733,1228
36878,2013,August,12,1649031.0,Kinky Boots,Al Hirschfeld Theatre,143.64,11480,1424
36879,2013,August,12,316572.0,Let It Be,St. James Theatre,59.41,5329,1683
36880,2013,August,12,953280.0,Mamma Mia!,Broadhurst Theatre,90.9,10487,1498
36881,2013,August,12,1329084.0,Matilda The Musical,Sam S. Shubert Theatre,115.15,11542,1432
36882,2013,August,12,1437843.0,Motown The Musical,Lunt-Fontanne Theatre,120.02,11980,1507
36883,2013,August,12,904461.0,Newsies,Nederlander Theatre,97.09,9316,1185
36884,2013,August,12,708350.0,Once,Bernard B. Jacobs Theatre,92.21,7682,1059
36885,2013,August,12,1023367.0,Pippin,Music Box Theatre,129.2,7921,990
36886,2013,August,12,384217.0,Rock of Ages,Helen Hayes Theatre,91.81,4185,583
36887,2013,August,12,200673.0,Soul Doctor,Circle in the Square Theatre,40.47,4958,702
36888,2013,August,12,1025358.0,Spider-Man Turn Off the Dark,Foxwoods Theatre,96.62,10612,1930
36889,2013,August,12,1741615.0,The Book of Mormon,Eugene O'Neill Theatre,199.0,8752,1066
36890,2013,August,12,2112788.0,The Lion King,Minskoff Theatre,156.38,13511,1700
36891,2013,August,12,1167085.0,The Phantom of the Opera,Majestic Theatre,93.52,12479,1605
36892,2013,August,12,473711.0,The Trip to Bountiful,Stephen Sondheim Theatre,82.86,5717,1063
36893,2013,August,12,554932.0,Vanya and Sonia and Masha and Spike,John Golden Theatre,103.98,5337,787
36894,2013,August,12,1871050.0,Wicked,Gershwin Theatre,134.8,13880,1809
36895,2013,August,13,747017.0,Annie,Palace Theatre,78.94,9463,1708
36896,2013,August,13,592959.0,Chicago,Ambassador Theatre,78.85,7520,1080
36897,2013,August,13,811958.0,Cinderella,Broadway Theatre,90.81,8941,1751
36898,2013,August,13,411514.0,First Date,Longacre Theatre,66.3,6207,1069
36899,2013,August,13,206708.0,Forever Tango,Walter Kerr Theatre,49.16,4205,928
36900,2013,August,13,762714.0,Jersey Boys,August Wilson Theatre,93.33,8172,1228
36901,2013,August,13,1635009.0,Kinky Boots,Al Hirschfeld Theatre,142.42,11480,1424
36902,2013,August,13,321418.0,Let It Be,St. James Theatre,56.13,5726,1683
36903,2013,August,13,831600.0,Mamma Mia!,Broadhurst Theatre,87.81,9470,1498
36904,2013,August,13,1320097.0,Matilda The Musical,Sam S. Shubert Theatre,114.4,11539,1432
36905,2013,August,13,1401954.0,Motown The Musical,Lunt-Fontanne Theatre,119.81,11701,1507
36906,2013,August,13,809180.0,Newsies,Nederlander Theatre,90.04,8987,1185
36907,2013,August,13,635876.0,Once,Bernard B. Jacobs Theatre,90.81,7002,1059
36908,2013,August,13,1003459.0,Pippin,Music Box Theatre,128.01,7839,990
36909,2013,August,13,352664.0,Rock of Ages,Helen Hayes Theatre,88.34,3992,583
36910,2013,August,13,207375.0,Romeo and Juliet,Richard Rodgers Theatre,86.77,2390,1310
36911,2013,August,13,187435.0,Soul Doctor,Circle in the Square Theatre,39.64,4729,702
36912,2013,August,13,966952.0,Spider-Man Turn Off the Dark,Foxwoods Theatre,90.33,10705,1930
36913,2013,August,13,1698210.0,The Book of Mormon,Eugene O'Neill Theatre,194.04,8752,1066
36914,2013,August,13,1875882.0,The Lion King,Minskoff Theatre,137.9,13603,1700
36915,2013,August,13,1068863.0,The Phantom of the Opera,Majestic Theatre,90.74,11779,1605
36916,2013,August,13,481516.0,The Trip to Bountiful,Stephen Sondheim Theatre,91.84,5243,1063
36917,2013,August,13,565571.0,Vanya and Sonia and Masha and Spike,John Golden Theatre,105.67,5352,787
36918,2013,August,13,1708781.0,Wicked,Gershwin Theatre,129.23,13223,1809
36919,2013,September,14,720823.0,Annie,Palace Theatre,80.06,9003,1708
36920,2013,September,14,602100.0,Chicago,Ambassador Theatre,79.69,7556,1080
36921,2013,September,14,806878.0,Cinderella,Broadway Theatre,89.01,9065,1751
36922,2013,September,14,464602.0,First Date,Longacre Theatre,66.02,7037,1069
